BIPA	GRAPHEME	URL	SYMBOLS
sʼʲ	sʲʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b2%ca%bc	◌s ◌’ ◌ʲ
sʲː	sʲː	https://chridd.nfshost.com/diachronica/search?q=s%ca%b2%cb%90	◌s ◌ʲ ◌ː
sʷ	sʷ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7	◌s ◌ʷ
sʲʷ	sʷʲ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%ca%b2	◌s ◌ʲ ◌ʷ
sʼʲʷ	sʷʲʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%ca%b2%ca%bc	◌s ◌’ ◌ʲ ◌ʷ
sʼʷ	sʷʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%ca%bc	◌s ◌’ ◌ʷ
sʷː	sʷː	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%cb%90	◌s ◌ʷ ◌ː
sʼ	sʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%bc	◌s ◌ʼ
sʼʷ	sʼʷ	https://chridd.nfshost.com/diachronica/search?q=s%ca%bc%ca%b7	◌s ◌’ ◌ʷ
sː	sː	https://chridd.nfshost.com/diachronica/search?q=s%cb%90	◌s ◌ː
sʼː	sːʼ	https://chridd.nfshost.com/diachronica/search?q=s%cb%90%ca%bc	◌s ◌’ ◌ː
sː	sːː	https://chridd.nfshost.com/diachronica/search?q=s%cb%90%cb%90	◌s ◌ː
sˑ	sˑ	https://chridd.nfshost.com/diachronica/search?q=s%cb%91	◌s ◌ˑ
sˤ	sˤ	https://chridd.nfshost.com/diachronica/search?q=s%cb%a4	◌s ◌ˤ
ʃ	š	https://chridd.nfshost.com/diachronica/search?q=s%cc%8c	◌ʃ
s̩	s̩	https://chridd.nfshost.com/diachronica/search?q=s%cc%a9	◌s ◌̩
s̪	s̪	https://chridd.nfshost.com/diachronica/search?q=s%cc%aa	◌s ◌̪
s̺	s̺	https://chridd.nfshost.com/diachronica/search?q=s%cc%ba	◌s ◌̺
s̻	s̻	https://chridd.nfshost.com/diachronica/search?q=s%cc%bb	◌s ◌̻
t	t	https://chridd.nfshost.com/diachronica/search?q=t	◌t
tʰ	tʰ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b0	◌t ◌ʰ
tʲ	tʲ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b2	◌t ◌ʲ
tʼʲ	tʲʼ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b2%ca%bc	◌t ◌’ ◌ʲ
tʷ	tʷ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b7	◌t ◌ʷ
tʲʷ	tʷʲ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b7%ca%b2	◌t ◌ʲ ◌ʷ
tʼʲʷ	tʷʲʼ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b7%ca%b2%ca%bc	◌t ◌’ ◌ʲ ◌ʷ
tʼʷ	tʷʼ	https://chridd.nfshost.com/diachronica/search?q=t%ca%b7%ca%bc	◌t ◌’ ◌ʷ
tʷː	tʷː	https://chridd.nfshost.com/diachronica/search?q=t%ca%b7%cb%90	◌t ◌ʷ ◌ː
tʼ	tʼ	https://chridd.nfshost.com/diachronica/search?q=t%ca%bc	◌t ◌ʼ
tː	tː	https://chridd.nfshost.com/diachronica/search?q=t%cb%90	◌t ◌ː
tˑ	tˑ	https://chridd.nfshost.com/diachronica/search?q=t%cb%91	◌t ◌ˑ
tˤ	tˤ	https://chridd.nfshost.com/diachronica/search?q=t%cb%a4	◌t ◌ˤ
t̪	t̪	https://chridd.nfshost.com/diachronica/search?q=t%cc%aa	◌t ◌̪
t̪ʰ	t̪ʰ	https://chridd.nfshost.com/diachronica/search?q=t%cc%aa%ca%b0	◌t ◌̪ ◌ʰ
t̪ː	t̪ː	https://chridd.nfshost.com/diachronica/search?q=t%cc%aa%cb%90	◌t ◌̪ ◌ː
t̼	t̼	https://chridd.nfshost.com/diachronica/search?q=t%cc%bc	◌t ◌̼
ts	t͜s	https://chridd.nfshost.com/diachronica/search?q=t%cd%9cs	◌t ◌s
u	u	https://chridd.nfshost.com/diachronica/search?q=u	◌u
uː	uː	https://chridd.nfshost.com/diachronica/search?q=u%cb%90	◌u ◌ː
ú	ú	https://chridd.nfshost.com/diachronica/search?q=u%cc%81	◌u ◌́
û	û	https://chridd.nfshost.com/diachronica/search?q=u%cc%82	◌u ◌̂
ũ	ũ	https://chridd.nfshost.com/diachronica/search?q=u%cc%83	◌u ◌̃
ũː	ũː	https://chridd.nfshost.com/diachronica/search?q=u%cc%83%cb%90	◌u ◌̃ ◌ː
ŭ	ŭ	https://chridd.nfshost.com/diachronica/search?q=u%cc%86	◌u ◌̆
u̯	u̯	https://chridd.nfshost.com/diachronica/search?q=u%cc%af	◌u ◌̯
ṵ	ṵ	https://chridd.nfshost.com/diachronica/search?q=u%cc%b0	◌u ◌̰
v	v	https://chridd.nfshost.com/diachronica/search?q=v	◌v
vʷ	vʷ	https://chridd.nfshost.com/diachronica/search?q=v%ca%b7	◌v ◌ʷ
vː	vː	https://chridd.nfshost.com/diachronica/search?q=v%cb%90	◌v ◌ː
vˤ	vˤ	https://chridd.nfshost.com/diachronica/search?q=v%cb%a4	◌v ◌ˤ
v̩	v̩	https://chridd.nfshost.com/diachronica/search?q=v%cc%a9	◌v ◌̩
w	w	https://chridd.nfshost.com/diachronica/search?q=w	◌w
wʰ	wʰ	https://chridd.nfshost.com/diachronica/search?q=w%ca%b0	◌w ◌ʰ
wʲ	wʲ	https://chridd.nfshost.com/diachronica/search?q=w%ca%b2	◌w ◌ʲ
wˀ	wˀ	https://chridd.nfshost.com/diachronica/search?q=w%cb%80	◌w ◌ˀ
wː	wː	https://chridd.nfshost.com/diachronica/search?q=w%cb%90	◌w ◌ː
w̃	w̃	https://chridd.nfshost.com/diachronica/search?q=w%cc%83	◌w ◌̃
w̥	w̥	https://chridd.nfshost.com/diachronica/search?q=w%cc%a5	◌w ◌̥
x	x	https://chridd.nfshost.com/diachronica/search?q=x	◌x
xʲ	xʲ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2	◌x ◌ʲ
xʲʷ	xʲʷ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2%ca%b7	◌x ◌ʲ ◌ʷ
xʲː	xʲː	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2%cb%90	◌x ◌ʲ ◌ː
xʷ	xʷ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7	◌x ◌ʷ
xʲʷ	xʷʲ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7%ca%b2	◌x ◌ʲ ◌ʷ
xʼʷ	xʷʼ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7%ca%bc	◌x ◌’ ◌ʷ
xʼ	xʼ	https://chridd.nfshost.com/diachronica/search?q=x%ca%bc	◌x ◌ʼ
xː	xː	https://chridd.nfshost.com/diachronica/search?q=x%cb%90	◌x ◌ː
y	y	https://chridd.nfshost.com/diachronica/search?q=y	◌y
yː	yː	https://chridd.nfshost.com/diachronica/search?q=y%cb%90	◌y ◌ː
ỹ	ỹ	https://chridd.nfshost.com/diachronica/search?q=y%cc%83	◌y ◌̃
z	z	https://chridd.nfshost.com/diachronica/search?q=z	◌z
zʱ	zʱ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b1	◌z ◌ʱ
zʲ	zʲ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b2	◌z ◌ʲ
zʲʷ	zʲʷ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b2%ca%b7	◌z ◌ʲ ◌ʷ
zʷ	zʷ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b7	◌z ◌ʷ
zʲʷ	zʷʲ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b7%ca%b2	◌z ◌ʲ ◌ʷ
zː	zː	https://chridd.nfshost.com/diachronica/search?q=z%cb%90	◌z ◌ː
zˤ	zˤ	https://chridd.nfshost.com/diachronica/search?q=z%cb%a4	◌z ◌ˤ
z̪	z̪	https://chridd.nfshost.com/diachronica/search?q=z%cc%aa	◌z ◌̪
æ	æ	https://chridd.nfshost.com/diachronica/search?q=%c3%a6	◌æ
æː	æː	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cb%90	◌æ ◌ː
æ̃	æ̃	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cc%83	◌æ ◌̃
æ̆	æ̆	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cc%86	◌æ ◌̆
ç	ç	https://chridd.nfshost.com/diachronica/search?q=%c3%a7	◌c ◌̧
çʼ	çʼ	https://chridd.nfshost.com/diachronica/search?q=%c3%a7%ca%bc	◌c ◌̧ ◌’
ð	ð	https://chridd.nfshost.com/diachronica/search?q=%c3%b0	◌ð
ðʲ	ðʲ	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%ca%b2	◌ð ◌ʲ
ðː	ðː	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%cb%90	◌ð ◌ː
ðˤ	ðˤ	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%cb%a4	◌ð ◌ˤ
ø	ø	https://chridd.nfshost.com/diachronica/search?q=%c3%b8	◌ø
øː	øː	https://chridd.nfshost.com/diachronica/search?q=%c3%b8%cb%90	◌ø ◌ː
ħ	ħ	https://chridd.nfshost.com/diachronica/search?q=%c4%a7	◌ħ
ħʷ	ħʷ	https://chridd.nfshost.com/diachronica/search?q=%c4%a7%ca%b7	◌ħ ◌ʷ
lˠ	Ł	https://chridd.nfshost.com/diachronica/search?q=%c5%81	◌l ◌ˠ
ŋ	ŋ	https://chridd.nfshost.com/diachronica/search?q=%c5%8b	◌ŋ
ŋʷ	ŋʷ	https://chridd.nfshost.com/diachronica/search?q=%c5%8b%ca%b7	◌ŋ ◌ʷ
ŋː	ŋː	https://chridd.nfshost.com/diachronica/search?q=%c5%8b%cb%90	◌ŋ ◌ː
ŋ̊	ŋ̊	https://chridd.nfshost.com/diachronica/search?q=%c5%8b%cc%8a	◌ŋ ◌̊
ŋ̍	ŋ̩	https://chridd.nfshost.com/diachronica/search?q=%c5%8b%cc%a9	◌ŋ ◌̍
œ	œ	https://chridd.nfshost.com/diachronica/search?q=%c5%93	◌œ
œː	œː	https://chridd.nfshost.com/diachronica/search?q=%c5%93%cb%90	◌œ ◌ː
œ̃	œ̃	https://chridd.nfshost.com/diachronica/search?q=%c5%93%cc%83	◌œ ◌̃
ǀ	ǀ	https://chridd.nfshost.com/diachronica/search?q=%c7%80	◌ǀ
ǀʰ	ǀʰ	https://chridd.nfshost.com/diachronica/search?q=%c7%80%ca%b0	◌ǀ ◌ʰ
ǀˀ	ǀˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%80%cb%80	◌ǀ ◌ˀ
ǀ̃	ǀ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%80%cc%83	◌ǀ ◌̃
ǁ	ǁ	https://chridd.nfshost.com/diachronica/search?q=%c7%81	◌ǁ
ǁˀ	ǁˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%81%cb%80	◌ǁ ◌ˀ
ǂ	ǂ	https://chridd.nfshost.com/diachronica/search?q=%c7%82	◌ǂ
ǂˀ	ǂˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%82%cb%80	◌ǂ ◌ˀ
ǂ̃	ǂ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%82%cc%83	◌ǂ ◌̃
ǃ	ǃ	https://chridd.nfshost.com/diachronica/search?q=%c7%83	◌ǃ
ǃˀ	ǃˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cb%80	◌ǃ ◌ˀ
ǃ̃	ǃ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cc%83	◌ǃ ◌̃
ǃ̬	ǃ̬	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cc%ac	◌ǃ ◌̬
ȵ	ȵ	https://chridd.nfshost.com/diachronica/search?q=%c8%b5	◌ȵ
ɐ	ɐ	https://chridd.nfshost.com/diachronica/search?q=%c9%90	◌ɐ
ɑ	ɑ	https://chridd.nfshost.com/diachronica/search?q=%c9%91	◌ɑ
ɑː	ɑː	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cb%90	◌ɑ ◌ː
ɑ́	ɑ́	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%81	◌ɑ ◌́
ɑ̃	ɑ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%83	◌ɑ ◌̃
ɑ̃ː	ɑ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%83%cb%90	◌ɑ ◌̃ ◌ː
ɑ̄	ɑ̄	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%84	◌ɑ ◌̄
ɒ	ɒ	https://chridd.nfshost.com/diachronica/search?q=%c9%92	◌ɒ
ɒː	ɒː	https://chridd.nfshost.com/diachronica/search?q=%c9%92%cb%90	◌ɒ ◌ː
ɓ	ɓ	https://chridd.nfshost.com/diachronica/search?q=%c9%93	◌ɓ
ɔ	ɔ	https://chridd.nfshost.com/diachronica/search?q=%c9%94	◌ɔ
ɔː	ɔː	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cb%90	◌ɔ ◌ː
ɔ̃	ɔ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%83	◌ɔ ◌̃
ɔ̃ː	ɔ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%83%cb%90	◌ɔ ◌̃ ◌ː
ɔ̯	ɔ̯	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%af	◌ɔ ◌̯
ɔ̰	ɔ̰	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%b0	◌ɔ ◌̰
ɕ	ɕ	https://chridd.nfshost.com/diachronica/search?q=%c9%95	◌ɕ
ɕʰ	ɕʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b0	◌ɕ ◌ʰ
ɕʷ	ɕʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b7	◌ɕ ◌ʷ
ɕʼʷ	ɕʷʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b7%ca%bc	◌ɕ ◌’ ◌ʷ
ɕʷː	ɕʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b7%cb%90	◌ɕ ◌ʷ ◌ː
ɕʼ	ɕʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%bc	◌ɕ ◌’
ɕː	ɕː	https://chridd.nfshost.com/diachronica/search?q=%c9%95%cb%90	◌ɕ ◌ː
ɕ	ɕ͡	https://chridd.nfshost.com/diachronica/search?q=%c9%95%cd%a1	◌ɕ
ɕʰ	ɕ͡ʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%cd%a1%ca%b0	◌ɕ ◌ʰ
ɖ	ɖ	https://chridd.nfshost.com/diachronica/search?q=%c9%96	◌ɖ
ɖʱ	ɖʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%96%ca%b1	◌ɖ ◌ʱ
ɖː	ɖː	https://chridd.nfshost.com/diachronica/search?q=%c9%96%cb%90	◌ɖ ◌ː
ɗ	ɗ	https://chridd.nfshost.com/diachronica/search?q=%c9%97	◌ɗ
ɘ	ɘ	https://chridd.nfshost.com/diachronica/search?q=%c9%98	◌ɘ
ə	ə	https://chridd.nfshost.com/diachronica/search?q=%c9%99	◌ə
əː	əː	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cb%90	◌ə ◌ː
ə́	ə́	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%81	◌ə ◌́
ə̃	ə̃	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%83	◌ə ◌̃
ə̃ː	ə̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%83%cb%90	◌ə ◌̃ ◌ː
ə̄	ə̄	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%84	◌ə ◌̄
ə̆	ə̆	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%86	◌ə ◌̆
ə̯	ə̯	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%af	◌ə ◌̯
ə̰	ə̰	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%b0	◌ə ◌̰
ə˞	ɚ	https://chridd.nfshost.com/diachronica/search?q=%c9%9a	◌ə ◌˞
ɛ	ɛ	https://chridd.nfshost.com/diachronica/search?q=%c9%9b	◌ɛ
ɛː	ɛː	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cb%90	◌ɛ ◌ː
ɛ̃	ɛ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cc%83	◌ɛ ◌̃
ɛ̃ː	ɛ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cc%83%cb%90	◌ɛ ◌̃ ◌ː
ɜ	ɜ	https://chridd.nfshost.com/diachronica/search?q=%c9%9c	◌ɜ
ɜː	ɜː	https://chridd.nfshost.com/diachronica/search?q=%c9%9c%cb%90	◌ɜ ◌ː
ɟ	ɟ	https://chridd.nfshost.com/diachronica/search?q=%c9%9f	◌ɟ
ɟʱ	ɟʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%9f%ca%b1	◌ɟ ◌ʱ
ɟː	ɟː	https://chridd.nfshost.com/diachronica/search?q=%c9%9f%cb%90	◌ɟ ◌ː
ɠʷ	ɠʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a0%ca%b7	◌ɠ ◌ʷ
ɠ̥	ɠ̥	https://chridd.nfshost.com/diachronica/search?q=%c9%a0%cc%a5	◌ɠ ◌̥
g	ɡ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1	◌g
gʰ	ɡʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b0	◌g ◌ʰ
gʱ	ɡʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b1	◌g ◌ʱ
gʲ	ɡʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b2	◌g ◌ʲ
gʲʷ	ɡʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b2%ca%b7	◌g ◌ʲ ◌ʷ
gʷ	ɡʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b7	◌g ◌ʷ
gʷʰ	ɡʷʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b7%ca%b0	◌g ◌ʷ ◌ʰ
gʷʱ	ɡʷʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%b7%ca%b1	◌g ◌ʷ ◌ʱ
gʼ	ɡʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%ca%bc	◌g ◌’
gː	ɡː	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%cb%90	◌g ◌ː
gʲ	ɡ́	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%cc%81	◌g ◌ʲ
gʲʰ	ɡ́ʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%cc%81%ca%b0	◌g ◌ʲ ◌ʰ
gʲʰ	ɡ́ʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%cc%81%ca%b1	◌g ◌ʲ ◌ʰ
g̚	ɡ̚	https://chridd.nfshost.com/diachronica/search?q=%c9%a1%cc%9a	◌g ◌̚
ɢ	ɢ	https://chridd.nfshost.com/diachronica/search?q=%c9%a2	◌ɢ
ɢʲ	ɢʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%ca%b2	◌ɢ ◌ʲ
ɢʲʷ	ɢʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%ca%b2%ca%b7	◌ɢ ◌ʲ ◌ʷ
ɢʷ	ɢʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%ca%b7	◌ɢ ◌ʷ
ɢʷʰ	ɢʷʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%ca%b7%ca%b0	◌ɢ ◌ʷ ◌ʰ
ɢ	ɢ͜	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%cd%9c	◌ɢ
ɢ	ɢ͡	https://chridd.nfshost.com/diachronica/search?q=%c9%a2%cd%a1	◌ɢ
ɣ	ɣ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3	◌ɣ
ɣʲ	ɣʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b2	◌ɣ ◌ʲ
ɣʲʷ	ɣʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b2%ca%b7	◌ɣ ◌ʲ ◌ʷ
ɣʷ	ɣʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b7	◌ɣ ◌ʷ
ɣʲʷ	ɣʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b7%ca%b2	◌ɣ ◌ʲ ◌ʷ
ɣː	ɣː	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%cb%90	◌ɣ ◌ː
ɤ	ɤ	https://chridd.nfshost.com/diachronica/search?q=%c9%a4	◌ɤ
ɤː	ɤː	https://chridd.nfshost.com/diachronica/search?q=%c9%a4%cb%90	◌ɤ ◌ː
ɥ	ɥ	https://chridd.nfshost.com/diachronica/search?q=%c9%a5	◌ɥ
ɥ̃	ɥ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%a5%cc%83	◌ɥ ◌̃
ɦ	ɦ	https://chridd.nfshost.com/diachronica/search?q=%c9%a6	◌ɦ
ɨ	ɨ	https://chridd.nfshost.com/diachronica/search?q=%c9%a8	◌ɨ
ɨː	ɨː	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cb%90	◌ɨ ◌ː
ɨ̃	ɨ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%83	◌ɨ ◌̃
ɨ̃ː	ɨ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%83%cb%90	◌ɨ ◌̃ ◌ː
ɨ̆	ɨ̆	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%86	◌ɨ ◌̆
ɨ̯	ɨ̯	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%af	◌ɨ ◌̯
ɨ̰	ɨ̰	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%b0	◌ɨ ◌̰
ɪ	ɪ	https://chridd.nfshost.com/diachronica/search?q=%c9%aa	◌ɪ
ɪː	ɪː	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cb%90	◌ɪ ◌ː
ɪ̃	ɪ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cc%83	◌ɪ ◌̃
ɪ̞	ɪ̞	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cc%9e	◌ɪ ◌̞
lˠ	ɫ	https://chridd.nfshost.com/diachronica/search?q=%c9%ab	◌l ◌ˠ
ɬ	ɬ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac	◌ɬ
ɬʰ	ɬʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b0	◌ɬ ◌ʰ
ɬʲ	ɬʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2	◌ɬ ◌ʲ
ɬʲʷ	ɬʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%b7	◌ɬ ◌ʲ ◌ʷ
ɬʲʷː	ɬʲʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%b7%cb%90	◌ɬ ◌ʲ ◌ʷ ◌ː
ɬʼʲ	ɬʲʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%bc	◌ɬ ◌’ ◌ʲ
ɬʼʲː	ɬʲʼː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%bc%cb%90	◌ɬ ◌’ ◌ʲ ◌ː
ɬʷ	ɬʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7	◌ɬ ◌ʷ
ɬʲʷ	ɬʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2	◌ɬ ◌ʲ ◌ʷ
ɬʼʲʷ	ɬʷʲʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2%ca%bc	◌ɬ ◌’ ◌ʲ ◌ʷ
ɬʲʷː	ɬʷʲː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2%cb%90	◌ɬ ◌ʲ ◌ʷ ◌ː
ɬʼʷ	ɬʷʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%bc	◌ɬ ◌’ ◌ʷ
ɬʷː	ɬʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%cb%90	◌ɬ ◌ʷ ◌ː
ɬʼ	ɬʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%bc	◌ɬ ◌ʼ
ɬː	ɬː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%90	◌ɬ ◌ː
ɬʼː	ɬːʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%90%ca%bc	◌ɬ ◌’ ◌ː
ɬˤ	ɬˤ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%a4	◌ɬ ◌ˤ
ɭ	ɭ	https://chridd.nfshost.com/diachronica/search?q=%c9%ad	◌ɭ
ɭʱ	ɭʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%ad%ca%b1	◌ɭ ◌ʱ
ɭː	ɭː	https://chridd.nfshost.com/diachronica/search?q=%c9%ad%cb%90	◌ɭ ◌ː
ɮ	ɮ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae	◌ɮ
ɮʲ	ɮʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b2	◌ɮ ◌ʲ
ɮʲʷ	ɮʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b2%ca%b7	◌ɮ ◌ʲ ◌ʷ
ɮʷ	ɮʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b7	◌ɮ ◌ʷ
ɮʲʷ	ɮʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b7%ca%b2	◌ɮ ◌ʲ ◌ʷ
ɯ	ɯ	https://chridd.nfshost.com/diachronica/search?q=%c9%af	◌ɯ
ɯː	ɯː	https://chridd.nfshost.com/diachronica/search?q=%c9%af%cb%90	◌ɯ ◌ː
ɰ	ɰ	https://chridd.nfshost.com/diachronica/search?q=%c9%b0	◌ɰ
ɰ̃	ɰ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%b0%cc%83	◌ɰ ◌̃
ɱ	ɱ	https://chridd.nfshost.com/diachronica/search?q=%c9%b1	◌ɱ
ɲ	ɲ	https://chridd.nfshost.com/diachronica/search?q=%c9%b2	◌ɲ
ɲː	ɲː	https://chridd.nfshost.com/diachronica/search?q=%c9%b2%cb%90	◌ɲ ◌ː
ɲ̊	ɲ̊	https://chridd.nfshost.com/diachronica/search?q=%c9%b2%cc%8a	◌ɲ ◌̊
ɳ	ɳ	https://chridd.nfshost.com/diachronica/search?q=%c9%b3	◌ɳ
ɳː	ɳː	https://chridd.nfshost.com/diachronica/search?q=%c9%b3%cb%90	◌ɳ ◌ː
ɴ	ɴ	https://chridd.nfshost.com/diachronica/search?q=%c9%b4	◌ɴ
ɵ	ɵ	https://chridd.nfshost.com/diachronica/search?q=%c9%b5	◌ɵ
ɵː	ɵː	https://chridd.nfshost.com/diachronica/search?q=%c9%b5%cb%90	◌ɵ ◌ː
ɸ	ɸ	https://chridd.nfshost.com/diachronica/search?q=%c9%b8	◌ɸ
