BIPA	GRAPHEME	FEATURES	COUNT	ID	SYMBOLS
i̤ṳ	i̤ṳ	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+:-:+,-:-,+:+:-:-:+:-:+:-:0:-:-:0	1	289C07679F58B6C1A0F7D9E4E6F0501A	◌i ◌̤ ◌u ◌̤
i̤ə̤	i̤ə̤	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+,-:-:+,-:-:-:+:-:+:-:0:-:-:0	1	47DFAD0340A202BF00595B998657DD6D	◌i ◌̤ ◌ə ◌̤
i̤ɛ̤	i̤ɛ̤	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+,-:-:-:+:-:+:-:0:-:-:0	1	E9A5CD28C8CF3A4EBC21D4BC32B61855	◌i ◌̤ ◌ɛ ◌̤
i̤ː	i̤ː	0:-:+:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:+:-:0:-:-:0	9	ECBC3DD53A3B8432EDC58D10FDE2CD3E	◌i ◌̤ ◌ː
i̤ˑ	i̤ˑ	0:-:+:+:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:+:-:0:-:-:0	3	A6DDF9A792ADCB7BA326D36F65ED31AA	◌i ◌̤ ◌ˑ
ĩ̤ː	ĩ̤ː	0:-:+:-:+:-:+:+:0:+:-:-:+:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:+:-:0:-:-:0	1	07A24A48824CCFE6C0A3AB3EF64BA30C	◌i ◌̤ ◌̃ ◌ː
i̥	i̥	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:-:-:-:-:0:-:-:0	5	3123B22F0C399850B3B9CB3131425F95	◌i ◌̥
iː	i̩ː	0:-:+:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:-:0:-:-:0	1	18B79B2AA0E0DABDEAAC64B15794F159	◌i ◌ː
i̯	i̯	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:-:0:-:-:0	22	44AA0901DFDAFDFCA096F509DED2E43A	◌i ◌̯
i̯a	i̯a	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-,+:+,-:-:+:-:-:+:-:-:-:0:-:-:0	8	087907250C10519FF844CF30645DC38B	◌i ◌̯ ◌a
i̯aː	i̯aː	0:-:-,+:-:-,+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-,+:+,-:-:+:-:-:+:-:-:-:0:-:-:0	1	66E5F7C3FB47BB6DFB8FB7E3AF0F77D2	◌i ◌̯ ◌a ◌ː
i̯ãː	i̯ãː	0:-:-,+:-:-,+:-:+:+:0:+:-:-:-,+:-:-:0:0:-:0:0:0:+:+,-:-,+:+,-:-:+:-:-:+:-:-:-:0:-:-:0	1	AD75EA27769CC8E0A85ED82506B73758	◌i ◌̯ ◌a ◌̃ ◌ː
i̯e	i̯e	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+:-:-:+:-:-:-:0:-:-:0	10	4578B178F8C83DE4F6846D4E6CC798B9	◌i ◌̯ ◌e
i̯ẽ	i̯ẽ	0:-:-,+:-:-:-:+:+:0:+:-:-:-,+:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+:-:-:+:-:-:-:0:-:-:0	4	73008E7D0FB825DCDFDDFE4A1FE0AAAC	◌i ◌̯ ◌e ◌̃
i̯e̞	i̯e̞	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+:-:-:+:-:-:-:0:-:-:0	1	3B00BB75FA79BA1BD7946EFEC4228836	◌i ◌̯ ◌e ◌̞
i̯o	i̯o	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	4	FEB8CBA1EDECFECCF5DE927AC087389C	◌i ◌̯ ◌o
i̯oː	i̯oː	0:-:-,+:-:-,+:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	1	282FCE23983F23168CF24A0458B40E9F	◌i ◌̯ ◌o ◌ː
i̯u	i̯u	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+:-:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	5	CDBF428566F90ADA9B14813D5E5C48EB	◌i ◌̯ ◌u
i̯uː	i̯uː	0:-:-,+:-:-,+:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+:-:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	1	7903021EDBBFB7E15B65E3CF3D2CCBC7	◌i ◌̯ ◌u ◌ː
i̯y	i̯y	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:-:0:-:-:0	1	0D83282F2585BB91E4653475A72FED68	◌i ◌̯ ◌y
i̯æ	i̯æ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-,+:+:-:+:-:-:+:-:-:-:0:-:-:0	2	EF83CC923FEC0790BC0A6DE2306583D3	◌i ◌̯ ◌æ
i̯ø	i̯ø	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+:-:+:-:-:+:-:-:-:0:-:-:0	1	03260625A4A76BC84D6F4AEDB8C666D7	◌i ◌̯ ◌ø
i̯œ	i̯œ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+:-:+,-:-:-:+:-:-:-:0:-:-:0	1	6B5F852B21A6B0F1A2BA38EDB2897868	◌i ◌̯ ◌œ
i̯œ̞	i̯œ̞	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+:-:+,-:-:-:+:-:-:-:0:-:-:0	1	1275C12E87BFA985BD30BD47C34A6A6F	◌i ◌̯ ◌œ ◌̞
i̯ɑ	i̯ɑ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-,+:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	1	C75FF19C993868FC57DC96D484867886	◌i ◌̯ ◌ɑ
i̯ɒ	i̯ɒ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-,+:+,-:-,+:+:-:-:+:-:-:-:0:-:-:0	1	8D7D66992B267ECF917D1F54A527225F	◌i ◌̯ ◌ɒ
i̯ɔ	i̯ɔ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+,-:-:+,-:-,+:+,-:-:-:+:-:-:-:0:-:-:0	4	036B3349D1A0DFDE1A34D9B9D35F1D6A	◌i ◌̯ ◌ɔ
i̯ɛ	i̯ɛ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+,-:-:-:+:-:-:-:0:-:-:0	6	459AC46745EFA504620F31C018B5EBCA	◌i ◌̯ ◌ɛ
i̯ɛ̃	i̯ɛ̃	0:-:-,+:-:-:-:+:+:0:+:-:-:-,+:-:-:0:0:-:0:0:0:+:+,-:-:+:-:+,-:-:-:+:-:-:-:0:-:-:0	1	5C9D43B3822081DCDFC79C7808F3EE0C	◌i ◌̯ ◌ɛ ◌̃
i̯ʌ	i̯ʌ	0:-:-,+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+,-:-:+,-:-,+:+,-:-:-:+:-:-:-:0:-:-:0	1	BC1577F80230656F95DB262EBAF8B0A1	◌i ◌̯ ◌ʌ
ĩ̯	ĩ̯	0:-:-:-:-:-:+:+:0:+:-:-:+:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:-:0:-:-:0	3	F5A695BE0D1C3DB39D1AF6A10ED8ED5B	◌i ◌̯ ◌̃
ḭ	ḭ	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:+:0:-:-:0	23	6E48B9E1AFA06DDB435C6ECA6A9EFEF4	◌i ◌̰
ḭu	ḭu	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-,+:+:-:-:0:0:0:+:+:-:+,-:-,+:+:-:-:+:-:-:+,-:0:-:-:0	1	D2B88D50A6836B1EDD6C9B62B8E58593	◌i ◌̰ ◌u
ḭː	ḭː	0:-:+:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:+:0:-:-:0	2	39D8EC7C87ED550F1C4A5C68162593B6	◌i ◌̰ ◌ː
ḭˑ	ḭˑ	0:-:+:+:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:+:0:-:-:0	1	77CD446C413CB40DC0A864A8F123B804	◌i ◌̰ ◌ˑ
ḭ̃	ḭ̃	0:-:+:-:-:-:+:+:0:+:-:-:+:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:+:0:-:-:0	7	9E8A35D0653024D32CFDD39789150B70	◌i ◌̰ ◌̃
i̽	i̽	0:-:+:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:0:-:0:-:0:-:-:+:-:-:-:0:-:-:0	1	97BE46D3548959D7C2EB5CD52BCC8B46	◌i ◌̽
i͓	i͓	0:-:+:-:-:-:+:+:+:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:-:-:+:-:-:-:0:-:-:0	1	0B8570C9CCF3EB3393856D9632A14088	◌i ◌͓
j	j	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	2716	ADF56B8E4119266843033E723A149AE2	◌j
jˀ	jʔ	0:-:-:-:-:-,+:+,-:+,-:-:+,-:-:-:-:-:-:0:0:-:0:0:0:+,-:+:-:+:-:+:0:0:+,-:-:-:-,+:-:-:-:-	1	728807B6F6E2CB1E05351F0B6E0EABD3	◌j ◌ˀ
jʱ	jʱ	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:+:-:-:-:-:-	1	30E4C853AD81C6F97C820F19E0165CA0	◌j ◌ʱ
jʷ	jʷ	0:-:-:-:-:-:+:+:0:+:-:-:-:-:+:+:-:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	24	443395FF76774409E290ED0D776E0EA3	◌j ◌ʷ
jˀ	jˀ	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:+:-:-:-:-	9	16AE9E466BA711A463AF827D79234392	◌j ◌ˀ
jː	jː	0:-:-:-:+:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	50	F3826EE83410EA00A7C1DF89AC317CAF	◌j ◌ː
jˤ	jˤ	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:+:-:+:-:-:-:-:-:-:-	1	CDE1BDAAD1408A01DC84100F6695A570	◌j ◌ˤ
j̃	j̃	0:-:-:-:-:-:+:+:0:+:-:-:+:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	13	8E5C34586795133BB63747F3E0FE57B9	◌j ◌̃
j̊	j̊	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:-:-:-:-:-:-:-:-	7	44A425A59A179C0C441C57781DF2FE98	◌j ◌̊
j̟	j̟	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:+:+:0:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	1	A30A66B41A66B60C4183B3C0FD8873A5	◌j ◌̟
jʱ	j̤	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:+:-:-:-:-:-	1	98212CDAE3A768537DECD9CCD36688AE	◌j ◌ʱ
j̊	j̥	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:-:-:-:-:-:-:-:-	22	EE497CBEEC30D7B561882D17B9037944	◌j ◌̊
j̥ʷ	j̥ʷ	0:-:-:-:-:-:+:+:0:+:-:-:-:-:+:+:-:-:0:0:0:+:+:-:+:-:+:0:0:-:-:-:-:-:-:-:-	1	CECDB79556CA7669788449CFC7D89631	◌j ◌̥ ◌ʷ
j	j̪	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:+:+:+:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	5	91D09C2A2B3239154C646B08B380DE5F	◌j
j̰	j̰	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:-:0:0:0:+:+:-:+:-:+:0:0:+:-:-:+:-:-:-:-	33	0002A9D045F6F82C34C822EB423E0C40	◌j ◌̰
j̻	j̻	0:-:-:-:-:-:+:+:0:+:-:-:-:-:-:0:0:+:0:+:0:+:+:-:+:-:+:0:0:+:-:-:-:-:-:-:-	1	5FBB5E09485481B56B8480B90BA505E6	◌j ◌̻
k	k	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	2730	5A838FF4DABE1950734CFAFAB9383903	◌k
kˡ	kl	0:-:-:-:-:+:-,+:-,+:-:-,+:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-,+:-:-:-:-:-:-:-	1	C7C88CBD69B1ACF8F0E1C5F6E2C12F6A	◌k ◌ˡ
kpⁿ	km	0:-:-:-:-:+:-,+:-:-:-:-:-:-,+:-:-,+:-:-:-:0:0:0:+,-:+:-:-:-:0:0:0:-,+:-:-:-:-:-:-:-	1	B2EAF7360EF338A3D83B71FE3D46C707	◌k ◌p ◌ⁿ
kp	kp	0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	373	3BE9D8AA68FB8CA25C1D8EE2091DC6D0	◌k ◌p
pʳ	kpr	0:-:-:-:-:+:-:-:-:-:-:+:-:-:+:-:-:+:+:-:-:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	1	1FFB5089D5ED7FF0C7F47F560F38AA06	◌p ◌ʳ
kpʳ	kpɾ	0:-:-:-:-:+:-:-:-:-:+:-:-:-:+:-:-:+:+:-:-:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	1	4F3777E3ACCEE4783B9CA0103C091F12	◌k ◌p ◌ʳ
kpʰ	kpʰ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:+:-:-:-:-:-	4	EAC82008F6CCDB55D61CCF8269F477A1	◌k ◌p ◌ʰ
kpʲ	kpʲ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:+:-:0:0:0:-:-:-:-:-:-:-:-	4	97F24BE5C8973224999DC31856749B23	◌k ◌p ◌ʲ
kpʷ	kpʷ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:+:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	5	335F443FB84B1146E4DFEEE72BACF061	◌k ◌p ◌ʷ
kpː	kpː	0:-:-:-:+:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	2	681A17FBFD666E5C849833A8D1ECA58A	◌k ◌p ◌ː
kpˤ	kpˤ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:-:-:-:0:0:0:+:+:-:-:-:0:+:-:-:-:-:-:-:-:-:-	1	28136C7F84215030886F46D872F77E91	◌k ◌p ◌ˤ
kx	kx	0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	10	E1F8DD5414F4043E63E615EB170BA295	◌k ◌x
kxʰ	kxʰ	0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:+:-:-:-:-:-	5	C76D4FF2C4D47BEA505FD88E94E7DDE4	◌k ◌x ◌ʰ
kxʰː	kxʰː	0:-:-:-:+:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:+:-:-:-:-:-	1	C4DCB4752B9B72B7565C117D2C219CAE	◌k ◌x ◌ʰ ◌ː
kxʷ	kxʷ	0:-:-:-:-:+:-:-:+:-:-:-:-:-:+:+:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	1	2873695B643864CD4D2ABDB8A28C4926	◌k ◌x ◌ʷ
kxʷʰ	kxʷʰ	0:-:-:-:-:+:-:-:+:-:-:-:-:-:+:+:-:-:0:0:0:+:+:-:-:-:0:0:0:-:-:+:-:-:-:-:-	1	E7E9E8FEA30B9DE5450026A75F1BCDA4	◌k ◌x ◌ʷ ◌ʰ
kxː	kxː	0:-:-:-:+:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-	1	42F678F63AB61299DEFC236FB532772F	◌k ◌x ◌ː
kxʼ	kx’	0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:+:-:+:-:-	3	141CE038E609CE179887C726278DB89D	◌k ◌x ◌’
kxʼː	kx’ː	0:-:-:-:+:+:-:-:+:-:-:-:-:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-:-:-:+:-:+:-:-	3	D63BDDD32106D86DEF285271FD0C818B	◌k ◌x ◌’ ◌ː
kⁿ	kŋ	0:-:-:-:-:+:-,+:-:-:-:-:-:-,+:-:-:0:0:-:0:0:0:+:+:-:-:-:0:0:0:-,+:-:-:-:-:-:-:-	3	5EEB45A1AF10227C46CDEF127EC02248	◌k ◌ⁿ
ǀ	kǀ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	12	3233E8D478F39E8E9CE9A182309F7705	◌ǀ
ǀh	kǀh	0:-:-:-:-:+,+,-:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,-:+:-:-:-:0:0:0:-:-:-,-,+:-:-:-:-:-,+,-	1	59AFDABAE85E337C264A553A1F679A43	◌ǀ ◌h
ǀkxʼ	kǀkx’	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:+:+:-:+:+:-:-:-:0:0:0:-:-:-:+:-:+:-:+	1	ADD8C32F3D230E9814DA5AE4F8B4A605	◌ǀ ◌k ◌x ◌’
ǀx	kǀx	0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+,-	2	08FE09233E12E9B44CBB92DBD7AC43C0	◌ǀ ◌x
ǀxʼ	kǀx’	0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:-:-:-:-,-,+:-:-,-,+:-:-,+,-	1	535CE56578B35ABEE01395F9A1460A7E	◌ǀ ◌x ◌ʼ
ǀʔ	kǀʔ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,-:+:-:-:-:0:0:0:-:-:-:-,-,+:-:-:-:-,+,-	1	02103CE02B5AF4D6FA39E07464C1523C	◌ǀ ◌ʔ
ǀʰ	kǀʰ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	7	D83A55C0046BF5DD0D78348F0A650A28	◌ǀ ◌ʰ
ǀʼʰ	kǀʰ’	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-,+:-:-,+:-:-,+	1	ABB0EC09B0E9293F73364C4A7C1C5997	◌ǀ ◌’ ◌ʰ
ǀʷ	kǀʷ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-,+:+:-:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	1	054EB35E4B6A3BE775B05F68F9C6F941	◌ǀ ◌ʷ
ǀʷʰ	kǀʷʰ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-,+:+:-:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	1	D1E669E43B3DDB599DB3FDB75779FA93	◌ǀ ◌ʷ ◌ʰ
ǀ	kǀ̪	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	1	5B5618831341515DD89BFF5F2BB97779	◌ǀ
ǀ͓	kǀ͓	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	5	1DD5510BCC64C42CBFE31FD559124F59	◌ǀ ◌͓
ǀ͓	kǀ͓x	0:-:-:-:-:+:-:-,-,+:-,+,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+,-	1	81EB235D497B749E26BC7FA956E2B490	◌ǀ ◌͓
ǀʰ͓	kǀ͓ʰ	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	3	604B8C76DC036E183BDBAFEEB15E6A79	◌ǀ ◌ʰ ◌͓
ǀˀ͓	kǀ͓ˀ	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-,+:-:-:-:-,+	1	8279D481E4D15ED51EBA8EFC2EA08651	◌ǀ ◌ˀ ◌͓
ǀˠʰ͓	kǀ͓ˠʰ	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-:-:0:0:-,+:+:+:-:+:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	1	B75FE11E72C57AF95E555910663C5A42	◌ǀ ◌ˠ ◌ʰ ◌͓
ǀʼ	kǀ’	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-,+:-:-,+:-:-,+	3	C4BF47EF9EAF519D7D0F1B116497A950	◌ǀ ◌’
ǁ	kǁ	0:-:-:-:-:+:-:-:-:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	8	65096E7199FB5D6118AA4E120AA1E858	◌ǁ
ǁh	kǁh	0:-:-:-:-:+,+,-:-:-,-,+:-,-,+:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,-:+:-:-:-:0:0:0:-:-:-,-,+:-:-:-:-:-,+,-	1	044ECEA9E8E69B74668FBDB2D2C8AB68	◌ǁ ◌h
ǁkxʼ	kǁkx’	0:-:-:-:-:+:-:-:-:-:-:-:-:+:-:0:0:+:+:-:-:+:+:-:-:-:0:0:0:-:-:-:+:-:+:-:+	1	4D6EDDFD8E2D6BD2EA1895A98FC9E768	◌ǁ ◌k ◌x ◌’
ǁx	kǁx	0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,+:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+,-	2	1FC7126B7567AA77B2C019B06C28E8EE	◌ǁ ◌x
ǁxʼ	kǁx’	0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,+:+:-:-:-:0:0:0:-:-:-:-,-,+:-:-,-,+:-:-,+,-	1	14BB145889ED9EC987C696799E01E1EC	◌ǁ ◌x ◌ʼ
ǁʔ	kǁʔ	0:-:-:-:-:+:-:-:-:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,-:+:-:-:-:0:0:0:-:-:-:-,-,+:-:-:-:-,+,-	1	5F4635D2B481395384DC6DE7145FC1D0	◌ǁ ◌ʔ
ǁʰ	kǁʰ	0:-:-:-:-:+:-:-:-:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	5	28CCCB5FB0D4F0F39C778B5DE1B84D65	◌ǁ ◌ʰ
ǁ͓	kǁ͓	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	4	C9261459643C1096E21B0D41DFC2A89C	◌ǁ ◌͓
ǁʰ͓	kǁ͓xʰ	0:-:-:-:-:+:-:-,-,+:-,+,+:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,+:+:-:-:-:0:0:0:-:-:-,-,+:-:-:-:-:-,+,-	1	BD83D315C3307547C0CFA3AD87B158D2	◌ǁ ◌ʰ ◌͓
ǁʰ͓	kǁ͓ʰ	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-,+:-:-:-:-:-,+	2	120E3D18DF6DB927C86C1FCDCAB25242	◌ǁ ◌ʰ ◌͓
ǁˀ͓	kǁ͓ˀ	0:-:-:-:-:+:-:-:-,+:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-:-,+:-:-:-:-,+	1	118F24FCA04059538BA21C8DB86EA2EE	◌ǁ ◌ˀ ◌͓
ǁʰ	kǁ’	0:-:-:-:-:+:-:-:-:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:-:-:-:-,+:-:-,+:-:-,+	2	457ACCCAC10A8E2FCD225B6653ABBA4C	◌ǁ ◌ʰ
ǂ	kǂ	0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:-:+:-:+,-:+:-:-:-:0:0:0:-:-:-:-:-:-:-:-,+	4	C5DC482F0D433B8ECFC74D4CBD9C6081	◌ǂ
ǂh	kǂh	0:-:-:-:-:+,+,-:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:-:+:-:+,-,-:+:-:-:-:0:0:0:-:-:-,-,+:-:-:-:-:-,+,-	1	DF2E866E216C48A5A955F0060CD4697F	◌ǂ ◌h
