BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
<NA>	<NA>		+		<NA>			empty:empty:				
a	unrounded open front vowel		+	a	◌a		a	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis				
aː	long unrounded open front vowel		+	aː	◌a ◌ː		a\textlengthmark	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis				
ã	nasalized unrounded open front vowel		+	ã	◌a ◌̃		\textipa{\~a}	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis				
ãː	long nasalized unrounded open front vowel		+	ãː	◌a ◌̃ ◌ː		\textipa{\~a}\textlengthmark	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis				
ḁ̃	nasalized devoiced unrounded open front vowel	+	+	ḁ̃	◌a ◌̥ ◌̃		*\textipa{\~a}	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis				
ḁ̃ː	long nasalized devoiced unrounded open front vowel	+	+	ḁ̃ː	◌a ◌̥ ◌̃ ◌ː		*\textipa{\~a}\textlengthmark	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis				
ḁ	devoiced unrounded open front vowel		+	ḁ	◌a ◌̥		*a	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis				
ḁː	long devoiced unrounded open front vowel	+	+	ḁː	◌a ◌̥ ◌ː		*a\textlengthmark	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis				
a̯	non-syllabic unrounded open front vowel		+	a̯	◌a ◌̯		\textroundcap{a}	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis				
a̯ː	long non-syllabic unrounded open front vowel	+	+	a̯ː	◌a ◌̯ ◌ː		\textroundcap{a}\textlengthmark	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis				
ã̯	non-syllabic nasalized unrounded open front vowel	+	+	ã̯	◌a ◌̯ ◌̃		\textipa{\~\textroundcap{a}}	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis				
ã̯ː	long non-syllabic nasalized unrounded open front vowel	+	+	ã̯ː	◌a ◌̯ ◌̃ ◌ː		\textipa{\~\textroundcap{a}}\textlengthmark	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis				
ḁ̯̃	non-syllabic nasalized devoiced unrounded open front vowel	+	+	ã̯̥	◌a ◌̥ ◌̯ ◌̃		*\textipa{\~\textroundcap{a}}	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis				
ḁ̯̃ː	long non-syllabic nasalized devoiced unrounded open front vowel	+	+	ã̯̥ː	◌a ◌̥ ◌̯ ◌̃ ◌ː		*\textipa{\~\textroundcap{a}}\textlengthmark	empty:vowel:−high +low +back −round −voice +nasal −spread glottis −constricted glottis				
ḁ̯	non-syllabic devoiced unrounded open front vowel	+	+	a̯̥	◌a ◌̥ ◌̯		*\textroundcap{a}	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis				
ḁ̯ː	long non-syllabic devoiced unrounded open front vowel	+	+	a̯̥ː	◌a ◌̥ ◌̯ ◌ː		*\textroundcap{a}\textlengthmark	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis				
b	voiced bilabial stop consonant		+	b	◌b		b	labial:plosive:+voice				
bʰ	aspirated voiced bilabial stop consonant		+	bʰ	◌b ◌ʰ		b extsuperscript{h}	labial:plosive:+voice +spread glottis				
bʲʰ	palatalized aspirated voiced bilabial stop consonant	+	+	bʰʲ	◌b ◌ʲ ◌ʰ		b extsuperscript{h}\super j	labial, palatal:plosive:+voice +spread glottis				
bʲʰː	palatalized aspirated long voiced bilabial stop consonant	+	+	bʰʲː	◌b ◌ʲ ◌ʰ ◌ː		b extsuperscript{h}\super j\textlengthmark	labial, palatal:plosive:+voice +spread glottis				
bʷʰ	labialized aspirated voiced bilabial stop consonant	+	+	bʰʷ	◌b ◌ʷ ◌ʰ		b extsuperscript{h}\super w	labial:plosive:+voice +spread glottis				
bʷʰː	labialized aspirated long voiced bilabial stop consonant	+	+	bʰʷː	◌b ◌ʷ ◌ʰ ◌ː		b extsuperscript{h}\super w\textlengthmark	labial:plosive:+voice +spread glottis				
bʰː	aspirated long voiced bilabial stop consonant		+	bʰː	◌b ◌ʰ ◌ː		b extsuperscript{h}\textlengthmark	labial:plosive:+voice +spread glottis				
bʲ	palatalized voiced bilabial stop consonant		+	bʲ	◌b ◌ʲ		b\super j	labial, palatal:plosive:+voice				
bʲː	palatalized long voiced bilabial stop consonant	+	+	bʲː	◌b ◌ʲ ◌ː		b\super j\textlengthmark	labial, palatal:plosive:+voice				
bʷ	labialized voiced bilabial stop consonant		+	bʷ	◌b ◌ʷ		b\super w	labial:plosive:+voice				
bʷː	labialized long voiced bilabial stop consonant		+	bʷː	◌b ◌ʷ ◌ː		b\super w\textlengthmark	labial:plosive:+voice				
bː	long voiced bilabial stop consonant		+	bː	◌b ◌ː		b\textlengthmark	labial:plosive:+voice				
b̩	syllabic voiced bilabial stop consonant	+	+	b̩	◌b ◌̩		\textipa{\s{b}}	labial:plosive:+voice +syllabic				
b̩ʲ	syllabic palatalized voiced bilabial stop consonant	+	+	b̩ʲ	◌b ◌̩ ◌ʲ		\textipa{\s{b}}\super j	labial, palatal:plosive:+voice +syllabic				
b̩ʲː	syllabic palatalized long voiced bilabial stop consonant	+	+	b̩ʲː	◌b ◌̩ ◌ʲ ◌ː		\textipa{\s{b}}\super j\textlengthmark	labial, palatal:plosive:+voice +syllabic				
b̩ʷ	syllabic labialized voiced bilabial stop consonant	+	+	b̩ʷ	◌b ◌̩ ◌ʷ		\textipa{\s{b}}\super w	labial:plosive:+voice +syllabic				
b̩ʷː	syllabic labialized long voiced bilabial stop consonant	+	+	b̩ʷː	◌b ◌̩ ◌ʷ ◌ː		\textipa{\s{b}}\super w\textlengthmark	labial:plosive:+voice +syllabic				
b̩ː	syllabic long voiced bilabial stop consonant	+	+	b̩ː	◌b ◌̩ ◌ː		\textipa{\s{b}}\textlengthmark	labial:plosive:+voice +syllabic				
bd	voiced bilabial-and-alveolar stop consonant		+	b͡d	◌b ◌d		\t{b͡d}	labial, alveolar:plosive:+voice				
bdʰ	aspirated voiced bilabial-and-alveolar stop consonant	+	+	b͡dʰ	◌b ◌d ◌ʰ		\t{b͡d} extsuperscript{h}	labial, alveolar:plosive:+voice +spread glottis				
bdʰː	aspirated long voiced bilabial-and-alveolar stop consonant	+	+	b͡dʰː	◌b ◌d ◌ʰ ◌ː		\t{b͡d} extsuperscript{h}\textlengthmark	labial, alveolar:plosive:+voice +spread glottis				
bdʲ	palatalized voiced bilabial-and-alveolar stop consonant	+	+	b͡dʲ	◌b ◌d ◌ʲ		\t{b͡d}\super j	labial, alveolar, palatal:plosive:+voice				
bdʲː	palatalized long voiced bilabial-and-alveolar stop consonant	+	+	b͡dʲː	◌b ◌d ◌ʲ ◌ː		\t{b͡d}\super j\textlengthmark	labial, alveolar, palatal:plosive:+voice				
bdʷ	labialized voiced bilabial-and-alveolar stop consonant	+	+	b͡dʷ	◌b ◌d ◌ʷ		\t{b͡d}\super w	labial, alveolar:plosive:+voice				
bdʷː	labialized long voiced bilabial-and-alveolar stop consonant	+	+	b͡dʷː	◌b ◌d ◌ʷ ◌ː		\t{b͡d}\super w\textlengthmark	labial, alveolar:plosive:+voice				
bdː	long voiced bilabial-and-alveolar stop consonant	+	+	b͡dː	◌b ◌d ◌ː		\t{b͡d}\textlengthmark	labial, alveolar:plosive:+voice				
bv	voiced labio-dental affricate consonant		+	b͡v	◌b ◌v		\t{b͡v}	labiodental:affricate:+voice				
bvʰ	aspirated voiced labio-dental affricate consonant	+	+	b͡vʰ	◌b ◌v ◌ʰ		\t{b͡v} extsuperscript{h}	labiodental:affricate:+voice +spread glottis				
bvʰː	aspirated long voiced labio-dental affricate consonant	+	+	b͡vʰː	◌b ◌v ◌ʰ ◌ː		\t{b͡v} extsuperscript{h}\textlengthmark	labiodental:affricate:+voice +spread glottis				
bvʲ	palatalized voiced labio-dental affricate consonant	+	+	b͡vʲ	◌b ◌v ◌ʲ		\t{b͡v}\super j	labiodental, palatal:affricate:+voice				
bvʲː	palatalized long voiced labio-dental affricate consonant	+	+	b͡vʲː	◌b ◌v ◌ʲ ◌ː		\t{b͡v}\super j\textlengthmark	labiodental, palatal:affricate:+voice				
bvʷ	labialized voiced labio-dental affricate consonant	+	+	b͡vʷ	◌b ◌v ◌ʷ		\t{b͡v}\super w	labiodental, labial:affricate:+voice				
bvʷː	labialized long voiced labio-dental affricate consonant	+	+	b͡vʷː	◌b ◌v ◌ʷ ◌ː		\t{b͡v}\super w\textlengthmark	labiodental, labial:affricate:+voice				
bvː	long voiced labio-dental affricate consonant	+	+	b͡vː	◌b ◌v ◌ː		\t{b͡v}\textlengthmark	labiodental:affricate:+voice				
bβ	voiced bilabial affricate consonant		+	b͡β	◌b ◌β		\t{b͡\textipa{B}}	labial:affricate:+voice				
bβʰ	aspirated voiced bilabial affricate consonant	+	+	b͡βʰ	◌b ◌β ◌ʰ		\t{b͡\textipa{B}} extsuperscript{h}	labial:affricate:+voice +spread glottis				
bβʰː	aspirated long voiced bilabial affricate consonant	+	+	b͡βʰː	◌b ◌β ◌ʰ ◌ː		\t{b͡\textipa{B}} extsuperscript{h}\textlengthmark	labial:affricate:+voice +spread glottis				
bβʲ	palatalized voiced bilabial affricate consonant	+	+	b͡βʲ	◌b ◌β ◌ʲ		\t{b͡\textipa{B}}\super j	labial, palatal:affricate:+voice				
bβʲː	palatalized long voiced bilabial affricate consonant	+	+	b͡βʲː	◌b ◌β ◌ʲ ◌ː		\t{b͡\textipa{B}}\super j\textlengthmark	labial, palatal:affricate:+voice				
bβʷ	labialized voiced bilabial affricate consonant	+	+	b͡βʷ	◌b ◌β ◌ʷ		\t{b͡\textipa{B}}\super w	labial:affricate:+voice				
bβʷː	labialized long voiced bilabial affricate consonant	+	+	b͡βʷː	◌b ◌β ◌ʷ ◌ː		\t{b͡\textipa{B}}\super w\textlengthmark	labial:affricate:+voice				
bβː	long voiced bilabial affricate consonant	+	+	b͡βː	◌b ◌β ◌ː		\t{b͡\textipa{B}}\textlengthmark	labial:affricate:+voice				
c	voiceless palatal stop consonant		+	c	◌c		c	palatal:plosive:−voice				
cʰ	aspirated voiceless palatal stop consonant		+	cʰ	◌c ◌ʰ		c extsuperscript{h}	palatal:plosive:−voice +spread glottis				
cʲʰ	palatalized aspirated voiceless palatal stop consonant	+	+	cʰʲ	◌c ◌ʲ ◌ʰ		c extsuperscript{h}\super j	palatal:plosive:−voice +spread glottis				
cʲʰː	palatalized aspirated long voiceless palatal stop consonant	+	+	cʰʲː	◌c ◌ʲ ◌ʰ ◌ː		c extsuperscript{h}\super j\textlengthmark	palatal:plosive:−voice +spread glottis				
cʷʰ	labialized aspirated voiceless palatal stop consonant	+	+	cʰʷ	◌c ◌ʷ ◌ʰ		c extsuperscript{h}\super w	palatal, labial:plosive:−voice +spread glottis				
cʷʰː	labialized aspirated long voiceless palatal stop consonant	+	+	cʰʷː	◌c ◌ʷ ◌ʰ ◌ː		c extsuperscript{h}\super w\textlengthmark	palatal, labial:plosive:−voice +spread glottis				
cʰː	aspirated long voiceless palatal stop consonant	+	+	cʰː	◌c ◌ʰ ◌ː		c extsuperscript{h}\textlengthmark	palatal:plosive:−voice +spread glottis				
cʲ	palatalized voiceless palatal stop consonant	+	+	cʲ	◌c ◌ʲ		c\super j	palatal:plosive:−voice				
cʲː	palatalized long voiceless palatal stop consonant	+	+	cʲː	◌c ◌ʲ ◌ː		c\super j\textlengthmark	palatal:plosive:−voice				
cʷ	labialized voiceless palatal stop consonant	+	+	cʷ	◌c ◌ʷ		c\super w	palatal, labial:plosive:−voice				
cʷː	labialized long voiceless palatal stop consonant	+	+	cʷː	◌c ◌ʷ ◌ː		c\super w\textlengthmark	palatal, labial:plosive:−voice				
cː	long voiceless palatal stop consonant		+	cː	◌c ◌ː		c\textlengthmark	palatal:plosive:−voice				
c̩	syllabic voiceless palatal stop consonant	+	+	c̩	◌c ◌̩		\textipa{\s{c}}	palatal:plosive:−voice +syllabic				
c̩ʲ	syllabic palatalized voiceless palatal stop consonant	+	+	c̩ʲ	◌c ◌̩ ◌ʲ		\textipa{\s{c}}\super j	palatal:plosive:−voice +syllabic				
c̩ʲː	syllabic palatalized long voiceless palatal stop consonant	+	+	c̩ʲː	◌c ◌̩ ◌ʲ ◌ː		\textipa{\s{c}}\super j\textlengthmark	palatal:plosive:−voice +syllabic				
c̩ʷ	syllabic labialized voiceless palatal stop consonant	+	+	c̩ʷ	◌c ◌̩ ◌ʷ		\textipa{\s{c}}\super w	palatal, labial:plosive:−voice +syllabic				
c̩ʷː	syllabic labialized long voiceless palatal stop consonant	+	+	c̩ʷː	◌c ◌̩ ◌ʷ ◌ː		\textipa{\s{c}}\super w\textlengthmark	palatal, labial:plosive:−voice +syllabic				
c̩ː	syllabic long voiceless palatal stop consonant	+	+	c̩ː	◌c ◌̩ ◌ː		\textipa{\s{c}}\textlengthmark	palatal:plosive:−voice +syllabic				
cç	voiceless palatal affricate consonant		+	c͡ç	◌c ◌c ◌̧		\t{c\c{c}}	palatal:affricate:−voice				
cçʰ	aspirated voiceless palatal affricate consonant		+	c͡çʰ	◌c ◌c ◌̧ ◌ʰ		\t{c\c{c}} extsuperscript{h}	palatal:affricate:−voice +spread glottis				
cçʰː	aspirated long voiceless palatal affricate consonant	+	+	c͡çʰː	◌c ◌c ◌̧ ◌ʰ ◌ː		\t{c\c{c}} extsuperscript{h}\textlengthmark	palatal:affricate:−voice +spread glottis				
cçʲ	palatalized voiceless palatal affricate consonant	+	+	c͡çʲ	◌c ◌c ◌̧ ◌ʲ		\t{c\c{c}}\super j	palatal:affricate:−voice				
cçʲː	palatalized long voiceless palatal affricate consonant	+	+	c͡çʲː	◌c ◌c ◌̧ ◌ʲ ◌ː		\t{c\c{c}}\super j\textlengthmark	palatal:affricate:−voice				
cçʷ	labialized voiceless palatal affricate consonant	+	+	c͡çʷ	◌c ◌c ◌̧ ◌ʷ		\t{c\c{c}}\super w	palatal, labial:affricate:−voice				
cçʷː	labialized long voiceless palatal affricate consonant	+	+	c͡çʷː	◌c ◌c ◌̧ ◌ʷ ◌ː		\t{c\c{c}}\super w\textlengthmark	palatal, labial:affricate:−voice				
cçː	long voiceless palatal affricate consonant	+	+	c͡çː	◌c ◌c ◌̧ ◌ː		\t{c\c{c}}\textlengthmark	palatal:affricate:−voice				
d	voiced alveolar stop consonant		+	d	◌d		d	alveolar:plosive:+voice				
dʰ	aspirated voiced alveolar stop consonant		+	dʰ	◌d ◌ʰ		d extsuperscript{h}	alveolar:plosive:+voice +spread glottis				
dʲʰ	palatalized aspirated voiced alveolar stop consonant	+	+	dʰʲ	◌d ◌ʲ ◌ʰ		d extsuperscript{h}\super j	alveolar, palatal:plosive:+voice +spread glottis				
dʲʰː	palatalized aspirated long voiced alveolar stop consonant	+	+	dʰʲː	◌d ◌ʲ ◌ʰ ◌ː		d extsuperscript{h}\super j\textlengthmark	alveolar, palatal:plosive:+voice +spread glottis				
dʷʰ	labialized aspirated voiced alveolar stop consonant	+	+	dʰʷ	◌d ◌ʷ ◌ʰ		d extsuperscript{h}\super w	alveolar, labial:plosive:+voice +spread glottis				
dʷʰː	labialized aspirated long voiced alveolar stop consonant	+	+	dʰʷː	◌d ◌ʷ ◌ʰ ◌ː		d extsuperscript{h}\super w\textlengthmark	alveolar, labial:plosive:+voice +spread glottis				
dʰː	aspirated long voiced alveolar stop consonant		+	dʰː	◌d ◌ʰ ◌ː		d extsuperscript{h}\textlengthmark	alveolar:plosive:+voice +spread glottis				
dʲ	palatalized voiced alveolar stop consonant		+	dʲ	◌d ◌ʲ		d\super j	alveolar, palatal:plosive:+voice				
dʲː	palatalized long voiced alveolar stop consonant	+	+	dʲː	◌d ◌ʲ ◌ː		d\super j\textlengthmark	alveolar, palatal:plosive:+voice				
dʷ	labialized voiced alveolar stop consonant	+	+	dʷ	◌d ◌ʷ		d\super w	alveolar, labial:plosive:+voice				
dʷː	labialized long voiced alveolar stop consonant	+	+	dʷː	◌d ◌ʷ ◌ː		d\super w\textlengthmark	alveolar, labial:plosive:+voice				
dː	long voiced alveolar stop consonant		+	dː	◌d ◌ː		d\textlengthmark	alveolar:plosive:+voice				
d̠	voiced post-alveolar stop consonant		+	d̠	◌d ◌̠		\textsubbar{d}	dental:plosive:+voice				
d̠ʰ	aspirated voiced post-alveolar stop consonant	+	+	d̠ʰ	◌d ◌̠ ◌ʰ		\textsubbar{d} extsuperscript{h}	dental:plosive:+voice +spread glottis				
d̠ʰː	aspirated long voiced post-alveolar stop consonant	+	+	d̠ʰː	◌d ◌̠ ◌ʰ ◌ː		\textsubbar{d} extsuperscript{h}\textlengthmark	dental:plosive:+voice +spread glottis				
d̠ʲ	palatalized voiced post-alveolar stop consonant	+	+	d̠ʲ	◌d ◌̠ ◌ʲ		\textsubbar{d}\super j	dental, palatal:plosive:+voice				
d̠ʲː	palatalized long voiced post-alveolar stop consonant	+	+	d̠ʲː	◌d ◌̠ ◌ʲ ◌ː		\textsubbar{d}\super j\textlengthmark	dental, palatal:plosive:+voice				
d̠ʷ	labialized voiced post-alveolar stop consonant	+	+	d̠ʷ	◌d ◌̠ ◌ʷ		\textsubbar{d}\super w	dental, labial:plosive:+voice				
d̠ʷː	labialized long voiced post-alveolar stop consonant	+	+	d̠ʷː	◌d ◌̠ ◌ʷ ◌ː		\textsubbar{d}\super w\textlengthmark	dental, labial:plosive:+voice				
d̠ː	long voiced post-alveolar stop consonant	+	+	d̠ː	◌d ◌̠ ◌ː		\textsubbar{d}\textlengthmark	dental:plosive:+voice				
dɮ	voiced alveolar lateral affricate consonant		+	d̠͡ɮ̠	◌d ◌ɮ		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}	dental:affricate:+voice +lateral				
dɮʰ	aspirated voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʰ	◌d ◌ɮ ◌ʰ		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}} extsuperscript{h}	dental:affricate:+voice +lateral +spread glottis				
dɮʰː	aspirated long voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʰː	◌d ◌ɮ ◌ʰ ◌ː		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}} extsuperscript{h}\textlengthmark	dental:affricate:+voice +lateral +spread glottis				
dɮʲ	palatalized voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʲ	◌d ◌ɮ ◌ʲ		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}\super j	dental, palatal:affricate:+voice +lateral				
dɮʲː	palatalized long voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʲː	◌d ◌ɮ ◌ʲ ◌ː		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}\super j\textlengthmark	dental, palatal:affricate:+voice +lateral				
dɮʷ	labialized voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʷ	◌d ◌ɮ ◌ʷ		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}\super w	dental, labial:affricate:+voice +lateral				
dɮʷː	labialized long voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ʷː	◌d ◌ɮ ◌ʷ ◌ː		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}\super w\textlengthmark	dental, labial:affricate:+voice +lateral				
dɮː	long voiced alveolar lateral affricate consonant	+	+	d̠͡ɮ̠ː	◌d ◌ɮ ◌ː		\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}\textlengthmark	dental:affricate:+voice +lateral				
d̩	syllabic voiced alveolar stop consonant	+	+	d̩	◌d ◌̩		\textipa{\s{d}}	alveolar:plosive:+voice +syllabic				
d̩ʲ	syllabic palatalized voiced alveolar stop consonant	+	+	d̩ʲ	◌d ◌̩ ◌ʲ		\textipa{\s{d}}\super j	alveolar, palatal:plosive:+voice +syllabic				
d̩ʲː	syllabic palatalized long voiced alveolar stop consonant	+	+	d̩ʲː	◌d ◌̩ ◌ʲ ◌ː		\textipa{\s{d}}\super j\textlengthmark	alveolar, palatal:plosive:+voice +syllabic				
d̩ʷ	syllabic labialized voiced alveolar stop consonant	+	+	d̩ʷ	◌d ◌̩ ◌ʷ		\textipa{\s{d}}\super w	alveolar, labial:plosive:+voice +syllabic				
d̩ʷː	syllabic labialized long voiced alveolar stop consonant	+	+	d̩ʷː	◌d ◌̩ ◌ʷ ◌ː		\textipa{\s{d}}\super w\textlengthmark	alveolar, labial:plosive:+voice +syllabic				
d̩ː	syllabic long voiced alveolar stop consonant	+	+	d̩ː	◌d ◌̩ ◌ː		\textipa{\s{d}}\textlengthmark	alveolar:plosive:+voice +syllabic				
d̪	voiced dental stop consonant		+	d̪	◌d ◌̪		\textsubbridge{d}	dental:plosive:+voice				
d̪ʰ	aspirated voiced dental stop consonant	+	+	d̪ʰ	◌d ◌̪ ◌ʰ		\textsubbridge{d} extsuperscript{h}	dental:plosive:+voice +spread glottis				
d̪ʰː	aspirated long voiced dental stop consonant	+	+	d̪ʰː	◌d ◌̪ ◌ʰ ◌ː		\textsubbridge{d} extsuperscript{h}\textlengthmark	dental:plosive:+voice +spread glottis				
d̪ʲ	palatalized voiced dental stop consonant		+	d̪ʲ	◌d ◌̪ ◌ʲ		\textsubbridge{d}\super j	dental, palatal:plosive:+voice				
d̪ʲː	palatalized long voiced dental stop consonant	+	+	d̪ʲː	◌d ◌̪ ◌ʲ ◌ː		\textsubbridge{d}\super j\textlengthmark	dental, palatal:plosive:+voice				
d̪ʷ	labialized voiced dental stop consonant	+	+	d̪ʷ	◌d ◌̪ ◌ʷ		\textsubbridge{d}\super w	dental, labial:plosive:+voice				
d̪ʷː	labialized long voiced dental stop consonant	+	+	d̪ʷː	◌d ◌̪ ◌ʷ ◌ː		\textsubbridge{d}\super w\textlengthmark	dental, labial:plosive:+voice				
d̪ː	long voiced dental stop consonant		+	d̪ː	◌d ◌̪ ◌ː		\textsubbridge{d}\textlengthmark	dental:plosive:+voice				
dz̪	voiced dental sibilant affricate consonant		+	d̪͡z̪	◌d ◌z ◌̪		\t{\textsubbridge{d}\textsubbridge{z}}	dental:affricate:+voice				
dz̪ʰ	aspirated voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʰ	◌d ◌z ◌̪ ◌ʰ		\t{\textsubbridge{d}\textsubbridge{z}} extsuperscript{h}	dental:affricate:+voice +spread glottis				
dz̪ʰː	aspirated long voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʰː	◌d ◌z ◌̪ ◌ʰ ◌ː		\t{\textsubbridge{d}\textsubbridge{z}} extsuperscript{h}\textlengthmark	dental:affricate:+voice +spread glottis				
dz̪ʲ	palatalized voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʲ	◌d ◌z ◌̪ ◌ʲ		\t{\textsubbridge{d}\textsubbridge{z}}\super j	dental, palatal:affricate:+voice				
dz̪ʲː	palatalized long voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʲː	◌d ◌z ◌̪ ◌ʲ ◌ː		\t{\textsubbridge{d}\textsubbridge{z}}\super j\textlengthmark	dental, palatal:affricate:+voice				
dz̪ʷ	labialized voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʷ	◌d ◌z ◌̪ ◌ʷ		\t{\textsubbridge{d}\textsubbridge{z}}\super w	dental, labial:affricate:+voice				
dz̪ʷː	labialized long voiced dental sibilant affricate consonant	+	+	d̪͡z̪ʷː	◌d ◌z ◌̪ ◌ʷ ◌ː		\t{\textsubbridge{d}\textsubbridge{z}}\super w\textlengthmark	dental, labial:affricate:+voice				
dz̪ː	long voiced dental sibilant affricate consonant		+	d̪͡z̪ː	◌d ◌z ◌̪ ◌ː		\t{\textsubbridge{d}\textsubbridge{z}}\textlengthmark	dental:affricate:+voice				
dð	voiced dental affricate consonant		+	d̪͡ð	◌d ◌ð		\t{\textsubbridge{d}͡ð}	dental:affricate:+voice				
dðʰ	aspirated voiced dental affricate consonant	+	+	d̪͡ðʰ	◌d ◌ð ◌ʰ		\t{\textsubbridge{d}͡ð} extsuperscript{h}	dental:affricate:+voice +spread glottis				
dðʰː	aspirated long voiced dental affricate consonant	+	+	d̪͡ðʰː	◌d ◌ð ◌ʰ ◌ː		\t{\textsubbridge{d}͡ð} extsuperscript{h}\textlengthmark	dental:affricate:+voice +spread glottis				
dðʲ	palatalized voiced dental affricate consonant	+	+	d̪͡ðʲ	◌d ◌ð ◌ʲ		\t{\textsubbridge{d}͡ð}\super j	dental, palatal:affricate:+voice				
dðʲː	palatalized long voiced dental affricate consonant	+	+	d̪͡ðʲː	◌d ◌ð ◌ʲ ◌ː		\t{\textsubbridge{d}͡ð}\super j\textlengthmark	dental, palatal:affricate:+voice				
dðʷ	labialized voiced dental affricate consonant	+	+	d̪͡ðʷ	◌d ◌ð ◌ʷ		\t{\textsubbridge{d}͡ð}\super w	dental, labial:affricate:+voice				
dðʷː	labialized long voiced dental affricate consonant	+	+	d̪͡ðʷː	◌d ◌ð ◌ʷ ◌ː		\t{\textsubbridge{d}͡ð}\super w\textlengthmark	dental, labial:affricate:+voice				
dðː	long voiced dental affricate consonant	+	+	d̪͡ðː	◌d ◌ð ◌ː		\t{\textsubbridge{d}͡ð}\textlengthmark	dental:affricate:+voice				
d̪ɮ	voiced dental lateral affricate consonant		+	d̪͡ɮ̪	◌d ◌̪ ◌ɮ		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}	dental:affricate:+voice +lateral				
d̪ɮʰ	aspirated voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʰ	◌d ◌̪ ◌ɮ ◌ʰ		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}} extsuperscript{h}	dental:affricate:+voice +lateral +spread glottis				
d̪ɮʰː	aspirated long voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʰː	◌d ◌̪ ◌ɮ ◌ʰ ◌ː		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}} extsuperscript{h}\textlengthmark	dental:affricate:+voice +lateral +spread glottis				
d̪ɮʲ	palatalized voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʲ	◌d ◌̪ ◌ɮ ◌ʲ		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}\super j	dental, palatal:affricate:+voice +lateral				
d̪ɮʲː	palatalized long voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʲː	◌d ◌̪ ◌ɮ ◌ʲ ◌ː		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}\super j\textlengthmark	dental, palatal:affricate:+voice +lateral				
d̪ɮʷ	labialized voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʷ	◌d ◌̪ ◌ɮ ◌ʷ		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}\super w	dental, labial:affricate:+voice +lateral				
d̪ɮʷː	labialized long voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ʷː	◌d ◌̪ ◌ɮ ◌ʷ ◌ː		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}\super w\textlengthmark	dental, labial:affricate:+voice +lateral				
d̪ɮː	long voiced dental lateral affricate consonant	+	+	d̪͡ɮ̪ː	◌d ◌̪ ◌ɮ ◌ː		\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}\textlengthmark	dental:affricate:+voice +lateral				
dz	voiced alveolar sibilant affricate consonant		+	d͡z	◌d ◌z		\t{dz}	dental:affricate:+voice				
