BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
yo	from rounded close front to rounded close-mid back diphthong	+	+	yo	◌y ◌o	http://eurasianphonology.info/search_exact?dialects=True&query=yo					2	
yu	from rounded close front to rounded close back diphthong	+	+	yu	◌y ◌u	http://eurasianphonology.info/search_exact?dialects=True&query=yu					1	
yu̯	from rounded close front to non-syllabic rounded close back diphthong	+	+	yu̯	◌y ◌u ◌̯	http://eurasianphonology.info/search_exact?dialects=True&query=yu%CC%AF					1	
yæ	from rounded close front to unrounded near-open front diphthong	+	+	yæ	◌y ◌æ	http://eurasianphonology.info/search_exact?dialects=True&query=y%C3%A6					2	
yø	from rounded close front to rounded close-mid front diphthong	+	+	yø	◌y ◌ø	http://eurasianphonology.info/search_exact?dialects=True&query=y%C3%B8					3	
yø̞	from rounded close front to rounded mid front diphthong	+	+	yø̞	◌y ◌ø ◌̞	http://eurasianphonology.info/search_exact?dialects=True&query=y%C3%B8%CC%9E					1	
yœ	from rounded close front to rounded open-mid front diphthong	+	+	yœ	◌y ◌œ	http://eurasianphonology.info/search_exact?dialects=True&query=y%C5%93					2	
yœː	from rounded close front to long rounded open-mid front diphthong	+	+	yœː	◌y ◌œ ◌ː	http://eurasianphonology.info/search_exact?dialects=True&query=y%C5%93%CB%90					1	
yɑ	from rounded close front to unrounded open back diphthong	+	+	yɑ	◌y ◌ɑ	http://eurasianphonology.info/search_exact?dialects=True&query=y%C9%91					1	
yə	from rounded close front to unrounded mid central diphthong	+	+	yə	◌y ◌ə	http://eurasianphonology.info/search_exact?dialects=True&query=y%C9%99					2	
yə̯	from rounded close front to non-syllabic unrounded mid central diphthong	+	+	yə̯	◌y ◌ə ◌̯	http://eurasianphonology.info/search_exact?dialects=True&query=y%C9%99%CC%AF					1	
yɛ	from rounded close front to unrounded open-mid front diphthong	+	+	yɛ	◌y ◌ɛ	http://eurasianphonology.info/search_exact?dialects=True&query=y%C9%9B					1	
