BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ø	rounded close-mid front vowel		+	ø	◌ø	http://apics-online.info/parameters/265		higher mid front rounded oral vowel				
ħ	voiceless pharyngeal fricative consonant		+	ħ	◌ħ	http://apics-online.info/parameters/207		voiceless pharyngeal fricative				
ŋ	voiced velar nasal consonant		+	ŋ	◌ŋ	http://apics-online.info/parameters/182		voiced velar nasal				
œ	rounded open-mid front vowel		+	œ	◌œ	http://apics-online.info/parameters/266		lower mid front rounded oral vowel				
œy	from rounded open-mid front to rounded close front diphthong	+	+	œy	◌œ ◌y	http://apics-online.info/parameters/304		diphthong falling from lower mid front rounded vowel to high front rounded vowel				
œ̃	nasalized rounded open-mid front vowel		+	œ̃	◌œ ◌̃	http://apics-online.info/parameters/294		nasalized lower mid front rounded vowel				
əi	from unrounded mid central to unrounded close front diphthong	+	+	ǝi	◌ə ◌i	http://apics-online.info/parameters/300		diphthong falling from mid central unrounded vowel to high front unrounded vowel				
j̃	nasalized voiced palatal approximant consonant		+	ȷ̃	◌j ◌̃	http://apics-online.info/parameters/219		nasalized voiced palatal glide				
ɐ	unrounded near-open central vowel		+	ɐ	◌ɐ	http://apics-online.info/parameters/271		near-open central vowel				
ɑ	unrounded open back vowel		+	ɑ	◌ɑ	http://apics-online.info/parameters/260		low back unrounded vowel				
ɑː	long unrounded open back vowel		+	ɑː	◌ɑ ◌ː	http://apics-online.info/parameters/282		long low back unrounded vowel				
ɑ̃	nasalized unrounded open back vowel		+	ɑ̃	◌ɑ ◌̃	http://apics-online.info/parameters/292		nasalized low back unrounded vowel				
ɒ	rounded open back vowel		+	ɒ	◌ɒ	http://apics-online.info/parameters/262		low back rounded vowel				
ɓ	voiced bilabial implosive consonant		+	ɓ	◌ɓ	http://apics-online.info/parameters/176		voiced bilabial implosive plosive				
ɔ	rounded open-mid back vowel		+	ɔ	◌ɔ	http://apics-online.info/parameters/259		lower mid back rounded vowel				
ɔi	from rounded open-mid back to unrounded close front diphthong	+	+	ɔi	◌ɔ ◌i	http://apics-online.info/parameters/298		diphthong falling from lower mid back rounded vowel to high front unrounded vowel				
ɔu	from rounded open-mid back to rounded close back diphthong	+	+	ɔu	◌ɔ ◌u	http://apics-online.info/parameters/302		diphthong falling from lower mid back rounded vowel to high back rounded vowel				
ɔː	long rounded open-mid back vowel		+	ɔː	◌ɔ ◌ː	http://apics-online.info/parameters/281		long lower mid back rounded vowel				
ɔ̃	nasalized rounded open-mid back vowel		+	ɔ̃	◌ɔ ◌̃	http://apics-online.info/parameters/291		nasalized lower mid back rounded vowel				
ɕ	voiceless alveolo-palatal sibilant fricative consonant		+	ɕ	◌ɕ	http://apics-online.info/parameters/197		voiceless alveolo-palatal fricative				
ɖ	voiced retroflex stop consonant		+	ɖ	◌ɖ	http://apics-online.info/parameters/144		voiced retroflex plosive				
ɗ	voiced dental implosive consonant		+	ɗ	◌ɗ	http://apics-online.info/parameters/177		voiced dental/alveolar implosive plosive				
ə	unrounded mid central vowel		+	ə	◌ə	http://apics-online.info/parameters/268		mid central unrounded vowel				
əː	long unrounded mid central vowel		+	əː	◌ə ◌ː	http://apics-online.info/parameters/283		long mid central unrounded vowel				
ə̃	nasalized unrounded mid central vowel		+	ə̃	◌ə ◌̃	http://apics-online.info/parameters/293		nasalized mid central unrounded vowel				
ɛ	unrounded open-mid front vowel		+	ɛ	◌ɛ	http://apics-online.info/parameters/254		lower mid front unrounded vowel				
ɛə	from unrounded open-mid front to unrounded mid central diphthong	+	+	ɛə	◌ɛ ◌ə	http://apics-online.info/parameters/305		diphthong with lower mid front unrounded vowel and nonsyllabic mid central unrounded vowel				
ɛː	long unrounded open-mid front vowel		+	ɛː	◌ɛ ◌ː	http://apics-online.info/parameters/276		long lower mid front unrounded vowel				
ɛ̃	nasalized unrounded open-mid front vowel		+	ɛ̃	◌ɛ ◌̃	http://apics-online.info/parameters/287		nasalized lower mid front unrounded vowel				
ɜ	unrounded open-mid central vowel		+	ɜ	◌ɜ	http://apics-online.info/parameters/269		lower mid central unrounded vowel				
ɟ	voiced palatal stop consonant		+	ɟ	◌ɟ	http://apics-online.info/parameters/146		voiced palatal plosive				
ɣ	voiced velar fricative consonant		+	ɣ	◌ɣ	http://apics-online.info/parameters/201		voiced velar fricative				
ɥ	voiced labio-palatal approximant consonant		+	ɥ	◌ɥ	http://apics-online.info/parameters/220		voiced labiopalatal glide				
ɨ	unrounded close central vowel		+	ɨ	◌ɨ	http://apics-online.info/parameters/267		high central unrounded vowel				
ɪ	unrounded near-close near-front vowel		+	ɪ	◌ɪ	http://apics-online.info/parameters/263		lowered high front unrounded vowel				
ɬ	voiceless alveolar lateral fricative consonant		+	ɬ	◌ɬ	http://apics-online.info/parameters/212		voiceless dental/alveolar lateral fricative				
ɭ	voiced retroflex lateral approximant consonant		+	ɭ	◌ɭ	http://apics-online.info/parameters/217		voiced retroflex lateral approximant				
ɮ	voiced alveolar lateral fricative consonant		+	ɮ	◌ɮ	http://apics-online.info/parameters/216		voiced lateral fricative				
ɯ	unrounded close back vowel		+	ɯ	◌ɯ	http://apics-online.info/parameters/272		high back unrounded vowel				
ɲ	voiced palatal nasal consonant		+	ɲ	◌ɲ	http://apics-online.info/parameters/181		voiced palatal nasal				
ɳ	voiced retroflex nasal consonant		+	ɳ	◌ɳ	http://apics-online.info/parameters/180		voiced retroflex nasal				
ɸ	voiceless bilabial fricative consonant		+	ɸ	◌ɸ	http://apics-online.info/parameters/187		voiceless bilabial fricative				
ɹ	voiced alveolar approximant consonant		+	ɹ	◌ɹ	http://apics-online.info/parameters/185		voiced dental/alveolar approximant				
ɻ	voiced retroflex approximant consonant		+	ɻ	◌ɻ	http://apics-online.info/parameters/186		voiced retroflex approximant				
ɾ	voiced alveolar tap consonant		+	ɾ	◌ɾ	http://apics-online.info/parameters/184		voiced dental/alveolar flap				
ʁ	voiced uvular fricative consonant		+	ʁ	◌ʁ	http://apics-online.info/parameters/204		voiced uvular fricative				
