BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ɞ̜ː	long less-rounded rounded open-mid central vowel	+	+	ɞ̜ː	◌ɞ ◌̜ ◌ː	http://phoible.org/parameters/991F878FA79E99967AD3979D996ED5D2		0:-:+:-:+:-:+:+:0:+:-:-:-:-:+:0:-:-:0:0:0:+:-:-:-:-:-:-:-:+:-:-:-:0:-:-:0			1	
ɞ̜̃ː	long less-rounded nasalized rounded open-mid central vowel	+	+	ɞ̜̃ː	◌ɞ ◌̜ ◌̃ ◌ː	http://phoible.org/parameters/2A312209510ED4A62CD3AC0CCDDA5EA6		0:-:+:-:+:-:+:+:0:+:-:-:+:-:+:0:-:-:0:0:0:+:-:-:-:-:-:-:-:+:-:-:-:0:-:-:0			1	
ɞ̜̰	less-rounded creaky rounded open-mid central vowel	+	+	ɞ̜̰	◌ɞ ◌̜ ◌̰	http://phoible.org/parameters/D5988BDCB788987B2BC75FCEDC8F50BC		0:-:+:-:-:-:+:+:0:+:-:-:-:-:+:0:-:-:0:0:0:+:-:-:-:-:-:-:-:+:-:-:+:0:-:-:0			1	
ɞ̠	retracted rounded open-mid central vowel	+	+	ɞ̠	◌ɞ ◌̠	http://phoible.org/parameters/506C743C3EB29D69687B4D49EFA1DA13		0:-:+:-:-:-:+:+:0:+:-:-:-:-:+:+:-:-:-:+:0:+:-:-:-:-:-:-:-:+:-:-:-:0:-:-:0			1	
ɞ̠ː	long retracted rounded open-mid central vowel	+	+	ɞ̠ː	◌ɞ ◌̠ ◌ː	http://phoible.org/parameters/ADE000D73D1DB4053C0AA11CF801E14F		0:-:+:-:+:-:+:+:0:+:-:-:-:-:+:+:-:-:-:+:0:+:-:-:-:-:-:-:-:+:-:-:-:0:-:-:0			1	
ɞ̰	creaky rounded open-mid central vowel	+	+	ɞ̰	◌ɞ ◌̰	http://phoible.org/parameters/4E78973DAC36099591FED8803541C93F		0:-:+:-:-:-:+:+:0:+:-:-:-:-:+:+:-:-:0:0:0:+:-:-:-:-:-:-:-:+:-:-:+:0:-:-:0			1	
ɟ	voiced palatal stop consonant		+	ɟ	◌ɟ	http://phoible.org/parameters/320B62404207303F61B0F772296C9545		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			368	
ɟʱ	breathy voiced palatal stop consonant	+	+	ɟɦ	◌ɟ ◌ʱ	http://phoible.org/parameters/0852A73858AE2AEE692E34DEAE645CA8		0:-:-:-:-:+,-:-:-,+:-,+:-:-:-:-:-:-:0:0:+,-:-:+:-:+,-:+:-:+:-:0:0:0:+:-:-,+:-:-:-:-:-			1	
ɟʝ	voiced palatal affricate consonant		+	ɟʝ	◌ɟ ◌ʝ	http://phoible.org/parameters/F326C3A9DEC331359D3C189A02B5F7E5		0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			111	
ɟʝʷ	labialized voiced palatal affricate consonant	+	+	ɟʝʷ	◌ɟ ◌ʝ ◌ʷ	http://phoible.org/parameters/35158F3944A467AD0C6A72962E7DEEFE		0:-:-:-:-:+:-:-:+:-:-:-:-:-:+:+:-:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			4	
ɟʝː	long voiced palatal affricate consonant	+	+	ɟʝː	◌ɟ ◌ʝ ◌ː	http://phoible.org/parameters/A823B66369C1755D339137AAC5BC828D		0:-:-:-:+:+:-:-:+:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			3	
ɟʝ̞	lowered voiced palatal affricate consonant	+	+	ɟʝ̞	◌ɟ ◌ʝ ◌̞	http://phoible.org/parameters/19AC7ED23690E981F5491D1963620730		0:-:-:-:-:-:+:-:0:+:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			1	
ɟʱ	breathy voiced palatal stop consonant	+	+	ɟʰ	◌ɟ ◌ʱ	http://phoible.org/parameters/0D4B664697F5425E23258E8F4C94AD7B		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:-:-:+:-:-:-:-:-			10	
ɟʱ	breathy voiced palatal stop consonant	+	+	ɟʱ	◌ɟ ◌ʱ	http://phoible.org/parameters/92FE79D047C21F4D056F7BF300BDEFF0		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:+:-:-:-:-:-			4	
ɟʲ	palatalized voiced palatal stop consonant	+	+	ɟʲ	◌ɟ ◌ʲ	http://phoible.org/parameters/EFA8640F3894DBD0929E8B89E18BDF0C		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			3	
ɟʷ	labialized voiced palatal stop consonant	+	+	ɟʷ	◌ɟ ◌ʷ	http://phoible.org/parameters/C940939D90DF730E0584843D5CA801A1		0:-:-:-:-:+:-:-:-:-:-:-:-:-:+:+:-:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			4	
ɟː	long voiced palatal stop consonant	+	+	ɟː	◌ɟ ◌ː	http://phoible.org/parameters/13A4A3E1AFA73AE37646634033A9D34E		0:-:-:-:+:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			14	
ɟ̟	advanced voiced palatal stop consonant	+	+	ɟ̟	◌ɟ ◌̟	http://phoible.org/parameters/BB7A86B7742DE9C7F2BBEDC95B181DC9		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:+:+:-:+:+:-:+:-:0:0:0:+:-:-:-:-:-:-:-			4	
ɟʱ	breathy voiced palatal stop consonant	+	+	ɟ̤	◌ɟ ◌ʱ	http://phoible.org/parameters/E8FC5375C97A7CEDA369054FF692D43B		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:+:-:-:-:-:-			3	
ɟʝʱ	breathy voiced palatal affricate consonant	+	+	ɟ̤ʝ	◌ɟ ◌ʝ ◌ʱ	http://phoible.org/parameters/EE486D21447604BBEBF7051A45FA8684		0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:+:-:+:-:-:-:-:-			26	
ɟʝ̥	devoiced voiced palatal affricate consonant	+	+	ɟ̥ʝ̥	◌ɟ ◌ʝ ◌̥	http://phoible.org/parameters/5D50C83981E9620F805F72401B19E217		0:-:-:-:-:+:-:-:+:-:-:-:-:-:-:0:0:+:-:+:-:+:+:-:+:-:0:0:0:-:-:-:-:-:-:-:-			1	
