BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
eː	long unrounded close-mid front vowel		+	eː	◌e ◌ː			long higher mid front unrounded				
eː	long unrounded close-mid front vowel		+	eː'	◌e ◌ː			long unspecified mid front unrounded				
ẽ	nasalized unrounded close-mid front vowel		+	ẽ	◌e ◌̃			nasalized higher mid front unrounded				
ẽ	nasalized unrounded close-mid front vowel		+	ẽ'	◌e ◌̃			nasalized unspecified mid front unrounded				
ẽĩ	from nasalized unrounded close-mid front to nasalized unrounded close front diphthong	+	+	ẽĩ	◌e ◌̃ ◌i ◌̃			nasalized diphtong high higher mid front unrounded rising				
ẽˀ	glottalized nasalized unrounded close-mid front vowel	+	+	ẽˀ	◌e ◌̃ ◌ˀ			nasalized laryngealized higher mid front unrounded				
ẽː	long nasalized unrounded close-mid front vowel		+	ẽː	◌e ◌̃ ◌ː			nasalized long higher mid front unrounded				
ẽː	long nasalized unrounded close-mid front vowel		+	ẽː'	◌e ◌̃ ◌ː			nasalized long unspecified mid front unrounded				
ḛ̃	nasalized creaky unrounded close-mid front vowel	+	+	ḛ̃	◌e ◌̰ ◌̃			nasalized laryngealized higher mid front unrounded				
ĕ	ultra-short unrounded close-mid front vowel		+	ĕ	◌e ◌̆			overshort higher mid front unrounded				
ḛ	creaky unrounded close-mid front vowel		+	ḛ	◌e ◌̰			laryngealized higher mid front unrounded				
f	voiceless labio-dental fricative consonant		+	f	◌f			pulmonic fricative voiceless labio-dental				
fʲ	palatalized voiceless labio-dental fricative consonant		+	fʲ	◌f ◌ʲ			pulmonic fricative voiceless palatalized labio-dental				
fʷ	labialized voiceless labio-dental fricative consonant	+	+	fʷ	◌f ◌ʷ			pulmonic fricative voiceless labialized labio-dental				
fː	long voiceless labio-dental fricative consonant		+	fː	◌f ◌ː			pulmonic fricative voiceless long labio-dental				
fˠ	velarized voiceless labio-dental fricative consonant		+	fˠ	◌f ◌ˠ			pulmonic fricative voiceless velarized labio-dental				
fˤ	pharyngealized voiceless labio-dental fricative consonant	+	+	fˤ	◌f ◌ˤ			pulmonic fricative voiceless pharyngealized  labio-dental				
h	voiceless glottal fricative consonant		+	h	◌h			pulmonic fricative voiceless glottal				
hʲ	palatalized voiceless glottal fricative consonant	+	+	hʲ	◌h ◌ʲ			pulmonic fricative voiceless palatalized glottal				
hʷ	labialized voiceless glottal fricative consonant	+	+	hʷ	◌h ◌ʷ			pulmonic fricative voiceless labialized glottal				
h̃	nasalized voiceless glottal fricative consonant		+	h̃	◌h ◌̃			pulmonic fricative nasalized voiceless glottal				
i	unrounded close front vowel		+	i	◌i			high front unrounded				
ia	from unrounded close front to unrounded open front diphthong	+	+	ia	◌i ◌a			diphtong high low front central unrounded lowering backing				
ie	from unrounded close front to unrounded close-mid front diphthong	+	+	ie	◌i ◌e			diphtong high higher mid front unrounded lowering				
i̥ː	long devoiced unrounded close front vowel	+	+	ii̥	◌i ◌̥ ◌ː			voiceless diphtong high front unrounded				
io	from unrounded close front to rounded close-mid back diphthong	+	+	io	◌i ◌o			diphtong high higher mid front back unrounded rounded lowering backing rounding				
iu	from unrounded close front to rounded close back diphthong	+	+	iu	◌i ◌u			diphtong high front back unrounded rounded backing rounding				
iə	from unrounded close front to unrounded mid central diphthong	+	+	iə	◌i ◌ə			diphtong high higher mid front central unrounded lowering backing				
iɤ	from unrounded close front to unrounded close-mid back diphthong	+	+	iɤ	◌i ◌ɤ			diphtong high higher mid front back unrounded lowering backing				
iɨ	from unrounded close front to unrounded close central diphthong	+	+	iɨ	◌i ◌ɨ			diphtong high front central unrounded backing				
iʌ	from unrounded close front to unrounded open-mid back diphthong	+	+	iʌ	◌i ◌ʌ			diphtong high lower mid front back unrounded lowering backing				
iˀ	glottalized unrounded close front vowel	+	+	iˀ	◌i ◌ˀ			laryngealized high front unrounded				
iː	long unrounded close front vowel		+	iː	◌i ◌ː			long high front unrounded				
ĩ	nasalized unrounded close front vowel		+	ĩ	◌i ◌̃			nasalized high front unrounded				
ĩˀ	glottalized nasalized unrounded close front vowel	+	+	ĩˀ	◌i ◌̃ ◌ˀ			nasalized laryngealized high front unrounded				
ĩː	long nasalized unrounded close front vowel		+	ĩː	◌i ◌̃ ◌ː			nasalized long high front unrounded				
ḭ̃	nasalized creaky unrounded close front vowel	+	+	ḭ̃	◌i ◌̰ ◌̃			nasalized laryngealized high front unrounded				
ĭ	ultra-short unrounded close front vowel	+	+	ĭ	◌i ◌̆			overshort high front unrounded				
i̝	raised unrounded close front vowel	+	+	i̝	◌i ◌̝			supra high front unrounded				
i̤	breathy unrounded close front vowel		+	i̤	◌i ◌̤			breathy voiced high front unrounded				
i̥	devoiced unrounded close front vowel		+	i̥	◌i ◌̥			voiceless high front unrounded				
ḭ	creaky unrounded close front vowel		+	ḭ	◌i ◌̰			laryngealized high front unrounded				
ḭː	long creaky unrounded close front vowel		+	ḭː	◌i ◌̰ ◌ː			laryngealized long high front unrounded				
j	voiced palatal approximant consonant		+	j	◌j			pulmonic approximant voiced palatal				
jˀ	glottalized voiced palatal approximant consonant	+	+	jˀ	◌j ◌ˀ			pulmonic approximant voiced laryngealized palatal				
j̃	nasalized voiced palatal approximant consonant		+	j̃	◌j ◌̃			pulmonic approximant nasalized voiced palatal				
j̊	devoiced voiced palatal approximant consonant		+	j̥	◌j ◌̊			pulmonic approximant voiceless palatal				
j̰	creaky voiced palatal approximant consonant	+	+	j̰	◌j ◌̰			pulmonic approximant voiced laryngealized palatal				
k	voiceless velar stop consonant		+	k	◌k			pulmonic stop voiceless velar				
kp	voiceless velar-and-bilabial stop consonant		+	kp	◌k ◌p			pulmonic stop voiceless bilabial velar				
kpⁿ	with-nasal-release voiceless velar-and-bilabial stop consonant	+	+	kpŋm	◌k ◌p ◌ⁿ			pulmonic stop voiceless bilabial velar nasal release				
kpʰ	aspirated voiceless velar-and-bilabial stop consonant	+	+	kpʰ	◌k ◌p ◌ʰ			pulmonic stop aspirated voiceless bilabial velar				
kpʷ	labialized voiceless velar-and-bilabial stop consonant	+	+	kpʷ	◌k ◌p ◌ʷ			pulmonic stop voiceless labialized bilabial velar				
kx	voiceless velar affricate consonant		+	kx	◌k ◌x			pulmonic affricate voiceless velar				
kxʷ	labialized voiceless velar affricate consonant	+	+	kxʷ	◌k ◌x ◌ʷ			pulmonic affricate voiceless labialized velar				
kⁿ	with-nasal-release voiceless velar stop consonant	+	+	kŋ	◌k ◌ⁿ			pulmonic stop voiceless velar nasal release				
kⁿʷ	labialized with-nasal-release voiceless velar stop consonant	+	+	kŋʷ	◌k ◌ⁿ ◌ʷ			pulmonic stop voiceless labialized velar nasal release				
ǀ	voiceless dental click consonant		+	kǀ	◌ǀ			click stop voiceless dental velar				
ǀʔ	from voiceless dental click to voiceless glottal stop cluster	+	+	kǀʔ	◌ǀ ◌ʔ			click stop voiceless dental velar glottal				
ǀʰ	aspirated voiceless dental click consonant	+	+	kǀʰ	◌ǀ ◌ʰ			click stop aspirated voiceless dental velar				
ǁ	voiceless alveolar lateral click consonant		+	kǁ	◌ǁ			click stop lateral voiceless alveolar velar				
ǁʔ	from voiceless alveolar lateral click to voiceless glottal stop cluster	+	+	kǁʔ	◌ǁ ◌ʔ			click stop lateral voiceless alveolar velar glottal				
ǁʰ	aspirated voiceless alveolar lateral click consonant	+	+	kǁʰ	◌ǁ ◌ʰ			click stop lateral aspirated voiceless alveolar velar				
ǂ	voiceless palatal click consonant		+	kǂ	◌ǂ			click stop voiceless palatal velar				
ǃ	voiceless alveolar click consonant		+	kǃ	◌ǃ			click stop voiceless palato-alveolar velar				
ǃʔ	from voiceless alveolar click to voiceless glottal stop cluster	+	+	kǃʔ	◌ǃ ◌ʔ			click stop voiceless palato-alveolar velar glottal				
ǃʰ	aspirated voiceless alveolar click consonant	+	+	kǃʰ	◌ǃ ◌ʰ			click stop aspirated voiceless palato-alveolar velar				
kʰ	aspirated voiceless velar stop consonant		+	kʰ	◌k ◌ʰ			pulmonic stop aspirated voiceless velar				
kʷʰ	labialized aspirated voiceless velar stop consonant		+	kʰʷ	◌k ◌ʷ ◌ʰ			pulmonic stop aspirated voiceless labialized velar				
kʲ	palatalized voiceless velar stop consonant		+	kʲ	◌k ◌ʲ			pulmonic stop voiceless palatalized velar				
kʲʰ	palatalized aspirated voiceless velar stop consonant	+	+	kʲʰ	◌k ◌ʲ ◌ʰ			pulmonic stop aspirated voiceless palatalized velar				
kʼʲ	palatalized voiceless velar ejective stop consonant	+	+	kʲʼ	◌k ◌ʼ ◌ʲ			ejective stop palatalized velar				
kʷ	labialized voiceless velar stop consonant		+	kʷ	◌k ◌ʷ			pulmonic stop voiceless labialized velar				
kʷʰ	labialized aspirated voiceless velar stop consonant		+	kʷʰ	◌k ◌ʷ ◌ʰ			pulmonic stop aspirated voiceless labialized velar				
kʼʷ	labialized voiceless velar ejective stop consonant		+	kʷʼ	◌k ◌ʼ ◌ʷ			ejective stop labialized velar				
kʼ	voiceless velar ejective stop consonant		+	kʼ	◌k ◌ʼ			ejective stop velar				
kˤ	pharyngealized voiceless velar stop consonant	+	+	kˤ	◌k ◌ˤ			pulmonic stop voiceless pharyngealized  velar				
k̰	creaky voiceless velar stop consonant	+	+	k̰	◌k ◌̰			pulmonic stop voiceless laryngealized velar				
l	voiced alveolar lateral approximant consonant		+	l	◌l			pulmonic approximant lateral voiced alveolar				
lʼ	voiced alveolar ejective lateral approximant consonant	+	+	l'	◌l ◌ʼ			pulmonic approximant lateral voiced unspecified coronal place				
lʲ	palatalized voiced alveolar lateral approximant consonant		+	lʲ	◌l ◌ʲ			pulmonic approximant lateral voiced palatalized alveolar				
lˠ	velarized voiced alveolar lateral approximant consonant		+	lˠ	◌l ◌ˠ			pulmonic approximant lateral voiced velarized alveolar				
lˤ	pharyngealized voiced alveolar lateral approximant consonant	+	+	lˤ	◌l ◌ˤ			pulmonic approximant lateral voiced pharyngealized  alveolar				
lʼˤ	pharyngealized voiced alveolar ejective lateral approximant consonant	+	+	lˤ'	◌l ◌ʼ ◌ˤ			pulmonic approximant lateral voiced pharyngealized  unspecified coronal place				
lʼ̃	nasalized voiced alveolar ejective lateral approximant consonant	+	+	l̃'	◌l ◌ʼ ◌̃			pulmonic approximant lateral nasalized voiced unspecified coronal place				
l̠	voiced post-alveolar lateral approximant consonant		+	l̠	◌l ◌̠			pulmonic approximant lateral voiced palato-alveolar				
l̠ʲ	palatalized voiced post-alveolar lateral approximant consonant		+	l̠ʲ	◌l ◌̠ ◌ʲ			pulmonic approximant lateral voiced palatalized retracted				
lʱ	breathy voiced alveolar lateral approximant consonant		+	l̤	◌l ◌ʱ			pulmonic approximant lateral breathy voiced alveolar				
l̥	devoiced voiced alveolar lateral approximant consonant		+	l̥	◌l ◌̥			pulmonic approximant lateral voiceless alveolar				
lʼ̥	devoiced voiced alveolar ejective lateral approximant consonant	+	+	l̥'	◌l ◌ʼ ◌̥			pulmonic approximant lateral voiceless unspecified coronal place				
l̪	voiced dental lateral approximant consonant		+	l̪	◌l ◌̪			pulmonic approximant lateral voiced dental				
l̪ʲ	palatalized voiced dental lateral approximant consonant		+	l̪ʲ	◌l ◌̪ ◌ʲ			pulmonic approximant lateral voiced palatalized dental				
l̪ˠ	velarized voiced dental lateral approximant consonant		+	l̪ˠ	◌l ◌̪ ◌ˠ			pulmonic approximant lateral voiced velarized dental				
l̪ˤ	pharyngealized voiced dental lateral approximant consonant	+	+	l̪ˤ	◌l ◌̪ ◌ˤ			pulmonic approximant lateral voiced pharyngealized  dental				
l̪ʱ	breathy voiced dental lateral approximant consonant	+	+	l̪̤	◌l ◌̪ ◌ʱ			pulmonic approximant lateral breathy voiced dental				
l̰	creaky voiced alveolar lateral approximant consonant	+	+	l̰	◌l ◌̰			pulmonic approximant lateral voiced laryngealized alveolar				
m	voiced bilabial nasal consonant		+	m	◌m			pulmonic nasal voiced bilabial				
ⁿb	pre-nasalized voiced bilabial stop consonant		+	mb	◌ⁿ ◌b			pulmonic stop prenasalized voiced bilabial				
ⁿbʲ	pre-nasalized palatalized voiced bilabial stop consonant	+	+	mbʲ	◌ⁿ ◌b ◌ʲ			pulmonic stop prenasalized voiced palatalized bilabial				
ⁿbʷ	pre-nasalized labialized voiced bilabial stop consonant	+	+	mbʷ	◌ⁿ ◌b ◌ʷ			pulmonic stop prenasalized voiced labialized bilabial				
ⁿbβ	pre-nasalized voiced bilabial affricate consonant	+	+	mbβ	◌ⁿ ◌b ◌β			pulmonic affricate prenasalized voiced bilabial				
ⁿp	pre-nasalized voiceless bilabial stop consonant		+	mp	◌ⁿ ◌p			pulmonic stop prenasalized voiceless bilabial				
ⁿpʰ	pre-nasalized aspirated voiceless bilabial stop consonant	+	+	mpʰ	◌ⁿ ◌p ◌ʰ			pulmonic stop prenasalized aspirated voiceless bilabial				
ⁿpʲ	pre-nasalized palatalized voiceless bilabial stop consonant	+	+	mpʲ	◌ⁿ ◌p ◌ʲ			pulmonic stop prenasalized voiceless palatalized bilabial				
ⁿpʷ	pre-nasalized labialized voiceless bilabial stop consonant	+	+	mpʷ	◌ⁿ ◌p ◌ʷ			pulmonic stop prenasalized voiceless labialized bilabial				
ⁿpʲʷ	pre-nasalized palatalized labialized voiceless bilabial stop consonant	+	+	mpʷʲ	◌ⁿ ◌p ◌ʲ ◌ʷ			pulmonic stop prenasalized voiceless labialized palatalized bilabial				
mʲ	palatalized voiced bilabial nasal consonant		+	mʲ	◌m ◌ʲ			pulmonic nasal voiced palatalized bilabial				
mʷ	labialized voiced bilabial nasal consonant		+	mʷ	◌m ◌ʷ			pulmonic nasal voiced labialized bilabial				
mʲʷ	palatalized labialized voiced bilabial nasal consonant	+	+	mʷʲ	◌m ◌ʲ ◌ʷ			pulmonic nasal voiced labialized palatalized bilabial				
mˀ	glottalized voiced bilabial nasal consonant	+	+	mˀ	◌m ◌ˀ			pulmonic nasal voiced laryngealized bilabial				
mː	long voiced bilabial nasal consonant		+	mː	◌m ◌ː			pulmonic nasal voiced long bilabial				
mˠ	velarized voiced bilabial nasal consonant		+	mˠ	◌m ◌ˠ			pulmonic nasal voiced velarized bilabial				
mˤ	pharyngealized voiced bilabial nasal consonant	+	+	mˤ	◌m ◌ˤ			pulmonic nasal voiced pharyngealized  bilabial				
mʱ	breathy voiced bilabial nasal consonant		+	m̤	◌m ◌ʱ			pulmonic nasal breathy voiced bilabial				
m̥	devoiced voiced bilabial nasal consonant		+	m̥	◌m ◌̥			pulmonic nasal voiceless bilabial				
m̥ʷ	labialized devoiced voiced bilabial nasal consonant	+	+	m̥ʷ	◌m ◌̥ ◌ʷ			pulmonic nasal voiceless labialized bilabial				
m̰	creaky voiced bilabial nasal consonant	+	+	m̰	◌m ◌̰			pulmonic nasal voiced laryngealized bilabial				
ⁿβʲ	pre-nasalized palatalized voiced bilabial fricative consonant	+	+	mβʲ	◌ⁿ ◌β ◌ʲ			pulmonic fricative prenasalized voiced palatalized bilabial				
n	voiced alveolar nasal consonant		+	n	◌n			pulmonic nasal voiced alveolar				
nʼ	voiced alveolar ejective nasal consonant	+	+	n'	◌n ◌ʼ			pulmonic nasal voiced unspecified coronal place				
nʼˀ	glottalized voiced alveolar ejective nasal consonant	+	+	n'ˀ	◌n ◌ʼ ◌ˀ			pulmonic nasal voiced laryngealized unspecified coronal place				
ⁿd	pre-nasalized voiced alveolar stop consonant		+	nd	◌ⁿ ◌d			pulmonic stop prenasalized voiced alveolar				
ⁿdʼ	pre-nasalized voiced alveolar ejective stop consonant	+	+	nd'	◌ⁿ ◌d ◌ʼ			pulmonic stop prenasalized voiced unspecified coronal place				
ⁿdʳ	pre-nasalized with-trilled-release voiced alveolar stop consonant	+	+	ndr	◌ⁿ ◌d ◌ʳ			pulmonic stop prenasalized trilled release voiced alveolar				
ⁿdz	pre-nasalized voiced alveolar sibilant affricate consonant	+	+	ndz	◌ⁿ ◌d ◌z			pulmonic stop affricate sibilant prenasalized voiced alveolar				
ⁿdʲ	pre-nasalized palatalized voiced alveolar stop consonant	+	+	ndʲ	◌ⁿ ◌d ◌ʲ			pulmonic stop prenasalized voiced palatalized alveolar				
nm	voiced alveolar-and-bilabial nasal consonant		+	nm	◌n ◌m			pulmonic nasal voiced bilabial alveolar				
ⁿtp	from pre-nasalized voiceless alveolar stop to voiceless bilabial stop cluster	+	+	nmtp	◌ⁿ ◌t ◌p			pulmonic stop prenasalized voiceless bilabial alveolar				
ⁿtpʲ	from pre-nasalized voiceless alveolar stop to palatalized voiceless bilabial stop cluster	+	+	nmtpʲ	◌ⁿ ◌t ◌p ◌ʲ			pulmonic stop prenasalized voiceless palatalized bilabial alveolar				
nmʲ	palatalized voiced alveolar-and-bilabial nasal consonant	+	+	nmʲ	◌n ◌m ◌ʲ			pulmonic nasal voiced palatalized bilabial alveolar				
ⁿr	pre-nasalized voiced alveolar trill consonant	+	+	nr	◌ⁿ ◌r			pulmonic trill prenasalized voiced alveolar				
ⁿs	pre-nasalized voiceless alveolar sibilant fricative consonant	+	+	ns	◌ⁿ ◌s			pulmonic fricative sibilant prenasalized voiceless alveolar				
ⁿt	pre-nasalized voiceless alveolar stop consonant		+	nt	◌ⁿ ◌t			pulmonic stop prenasalized voiceless alveolar				
ⁿtʼ	pre-nasalized voiceless alveolar ejective stop consonant	+	+	nt'	◌ⁿ ◌t ◌ʼ			pulmonic stop prenasalized voiceless unspecified coronal place				
ⁿtsʼ	pre-nasalized voiceless alveolar ejective sibilant affricate consonant	+	+	nts'	◌ⁿ ◌t ◌s ◌ʼ			pulmonic affricate sibilant prenasalized voiceless unspecified coronal place				
ⁿtʲ	pre-nasalized palatalized voiceless alveolar stop consonant	+	+	ntʲ	◌ⁿ ◌t ◌ʲ			pulmonic stop prenasalized voiceless palatalized alveolar				
ⁿz	pre-nasalized voiced alveolar sibilant fricative consonant	+	+	nz	◌ⁿ ◌z			pulmonic fricative sibilant prenasalized voiced alveolar				
ⁿɺ	pre-nasalized voiced alveolar lateral tap consonant	+	+	nɺ	◌ⁿ ◌ɺ			pulmonic tap/flap lateral prenasalized alveolar				
nʲ	palatalized voiced alveolar nasal consonant		+	nʲ	◌n ◌ʲ			pulmonic nasal voiced palatalized alveolar				
nʼʲ	palatalized voiced alveolar ejective nasal consonant	+	+	nʲ'	◌n ◌ʼ ◌ʲ			pulmonic nasal voiced palatalized unspecified coronal place				
nˀ	glottalized voiced alveolar nasal consonant	+	+	nˀ	◌n ◌ˀ			pulmonic nasal voiced laryngealized alveolar				
nː	long voiced alveolar nasal consonant		+	nː	◌n ◌ː			pulmonic nasal voiced long alveolar				
nʼː	long voiced alveolar ejective nasal consonant	+	+	nː'	◌n ◌ʼ ◌ː			pulmonic nasal voiced long unspecified coronal place				
nˠ	velarized voiced alveolar nasal consonant	+	+	nˠ	◌n ◌ˠ			pulmonic nasal voiced velarized alveolar				
nʼˤ	pharyngealized voiced alveolar ejective nasal consonant	+	+	nˤ'	◌n ◌ʼ ◌ˤ			pulmonic nasal voiced pharyngealized  unspecified coronal place				
n̠	retracted voiced alveolar nasal consonant	+	+	n̠	◌n ◌̠			pulmonic nasal voiced palato-alveolar				
ⁿd̠	retracted pre-nasalized voiced alveolar stop consonant	+	+	n̠d̠	◌ⁿ ◌d ◌̠			pulmonic stop prenasalized voiced palato-alveolar				
ⁿdʑ	pre-nasalized voiced alveolo-palatal sibilant affricate consonant	+	+	n̠d̠ʑ	◌ⁿ ◌d ◌ʑ			pulmonic affricate sibilant prenasalized voiced palatalized palato-alveolar retracted				
ⁿdʒ	pre-nasalized voiced post-alveolar affricate consonant		+	n̠d̠ʒ	◌ⁿ ◌d ◌ʒ			pulmonic affricate sibilant prenasalized voiced palato-alveolar				
nm	voiced alveolar-and-bilabial nasal consonant		+	n̠m	◌n ◌m			pulmonic nasal voiced bilabial palato-alveolar				
ⁿt̠p	from retracted pre-nasalized voiceless alveolar stop to voiceless bilabial stop cluster	+	+	n̠mt̠p	◌ⁿ ◌t ◌̠ ◌p			pulmonic stop prenasalized voiceless bilabial palato-alveolar				
ⁿt̠pʲ	from retracted pre-nasalized voiceless alveolar stop to palatalized voiceless bilabial stop cluster	+	+	n̠mt̠pʲ	◌ⁿ ◌t ◌̠ ◌p ◌ʲ			pulmonic stop prenasalized voiceless palatalized bilabial palato-alveolar				
ⁿmʲ	pre-nasalized palatalized voiced bilabial nasal consonant	+	+	n̠mʲ	◌ⁿ ◌m ◌ʲ			pulmonic nasal voiced palatalized bilabial palato-alveolar				
ⁿt̠	retracted pre-nasalized voiceless alveolar stop consonant	+	+	n̠t̠	◌ⁿ ◌t ◌̠			pulmonic stop prenasalized voiceless palato-alveolar				
ⁿtʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant		+	n̠t̠ʃ	◌ⁿ ◌t ◌ʃ			pulmonic affricate sibilant prenasalized voiceless palato-alveolar				
ⁿtʃʰ	pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant	+	+	n̠t̠ʃʰ	◌ⁿ ◌t ◌ʃ ◌ʰ			pulmonic affricate sibilant prenasalized aspirated voiceless palato-alveolar				
ⁿt̠ʲ	retracted pre-nasalized palatalized voiceless alveolar stop consonant	+	+	n̠t̠ʲ	◌ⁿ ◌t ◌̠ ◌ʲ			pulmonic stop prenasalized voiceless palatalized palato-alveolar				
ⁿʑ	pre-nasalized voiced alveolo-palatal sibilant fricative consonant	+	+	n̠ʑ	◌ⁿ ◌ʑ			pulmonic fricative sibilant prenasalized voiced palatalized palato-alveolar				
ⁿʒ	pre-nasalized voiced post-alveolar sibilant fricative consonant	+	+	n̠ʒ	◌ⁿ ◌ʒ			pulmonic fricative sibilant prenasalized voiced palato-alveolar				
n̠ʲ	retracted palatalized voiced alveolar nasal consonant	+	+	n̠ʲ	◌n ◌̠ ◌ʲ			pulmonic nasal voiced palatalized retracted				
nʱ	breathy voiced alveolar nasal consonant	+	+	n̤	◌n ◌ʱ			pulmonic nasal breathy voiced alveolar				
n̥	devoiced voiced alveolar nasal consonant		+	n̥	◌n ◌̥			pulmonic nasal voiceless alveolar				
nʼ̥	devoiced voiced alveolar ejective nasal consonant	+	+	n̥'	◌n ◌ʼ ◌̥			pulmonic nasal voiceless unspecified coronal place				
n̪	voiced dental nasal consonant		+	n̪	◌n ◌̪			pulmonic nasal voiced dental				
ⁿd̪	pre-nasalized voiced dental stop consonant		+	n̪d̪	◌ⁿ ◌d ◌̪			pulmonic stop prenasalized voiced dental				
ⁿdz̪	pre-nasalized voiced dental sibilant affricate consonant	+	+	n̪d̪z̪	◌ⁿ ◌d ◌z ◌̪			pulmonic affricate sibilant prenasalized voiced dental				
ⁿs̪	pre-nasalized voiceless dental sibilant fricative consonant	+	+	n̪s̪	◌ⁿ ◌s ◌̪			pulmonic fricative sibilant prenasalized voiceless dental alveolar				
ⁿt̪	pre-nasalized voiceless dental stop consonant		+	n̪t̪	◌ⁿ ◌t ◌̪			pulmonic stop prenasalized voiceless dental				
ⁿts̪	pre-nasalized voiceless dental sibilant affricate consonant	+	+	n̪t̪s̪	◌ⁿ ◌t ◌s ◌̪			pulmonic affricate sibilant prenasalized voiceless alveolar				
ⁿts̪ʰ	pre-nasalized aspirated voiceless dental sibilant affricate consonant	+	+	n̪t̪s̪ʰ	◌ⁿ ◌t ◌s ◌̪ ◌ʰ			pulmonic affricate sibilant prenasalized aspirated voiceless alveolar				
ⁿt̪ʰ	pre-nasalized aspirated voiceless dental stop consonant	+	+	n̪t̪ʰ	◌ⁿ ◌t ◌̪ ◌ʰ			pulmonic stop prenasalized aspirated voiceless dental alveolar				
ⁿz̪	pre-nasalized voiced dental sibilant fricative consonant	+	+	n̪z̪	◌ⁿ ◌z ◌̪			pulmonic fricative sibilant prenasalized voiced dental				
n̪ʲ	palatalized voiced dental nasal consonant	+	+	n̪ʲ	◌n ◌̪ ◌ʲ			pulmonic nasal voiced palatalized dental				
n̪ˠ	velarized voiced dental nasal consonant		+	n̪ˠ	◌n ◌̪ ◌ˠ			pulmonic nasal voiced velarized dental				
n̪ʱ	breathy voiced dental nasal consonant	+	+	n̪̤	◌n ◌̪ ◌ʱ			pulmonic nasal breathy voiced dental				
n̪̥	devoiced voiced dental nasal consonant	+	+	n̪̥	◌n ◌̪ ◌̥			pulmonic nasal voiceless dental				
n̪̰	creaky voiced dental nasal consonant	+	+	n̪̰	◌n ◌̪ ◌̰			pulmonic nasal voiced laryngealized dental				
n̰	creaky voiced alveolar nasal consonant		+	n̰	◌n ◌̰			pulmonic nasal voiced laryngealized alveolar				
n̰ʲ	palatalized creaky voiced alveolar nasal consonant	+	+	n̰ʲ	◌n ◌̰ ◌ʲ			pulmonic nasal voiced laryngealized palatalized alveolar				
o	rounded close-mid back vowel		+	o	◌o			higher mid back rounded				
o	rounded close-mid back vowel		+	o'	◌o			unspecified mid back rounded				
oa	from rounded close-mid back to unrounded open front diphthong	+	+	oa	◌o ◌a			diphtong higher mid low central back unrounded rounded lowering fronting unrounding				
oe	from rounded close-mid back to unrounded close-mid front diphthong	+	+	oe	◌o ◌e			diphtong higher mid front back unrounded rounded fronting unrounding				
oi	from rounded close-mid back to unrounded close front diphthong	+	+	oi	◌o ◌i			diphtong high higher mid front back unrounded rounded rising fronting unrounding				
ou	from rounded close-mid back to rounded close back diphthong	+	+	ou	◌o ◌u			diphtong high higher mid back rounded rising				
oɨ	from rounded close-mid back to unrounded close central diphthong	+	+	oɨ	◌o ◌ɨ			diphtong high higher mid central back unrounded rounded rising fronting unrounding				
oʉ	from rounded close-mid back to rounded close central diphthong	+	+	oʉ	◌o ◌ʉ			diphtong high higher mid central back rounded rising fronting				
oʊ	from rounded close-mid back to rounded near-close near-back diphthong	+	+	oʊ	◌o ◌ʊ			diphtong lowered high higher mid back rounded rising				
oˀ	glottalized rounded close-mid back vowel	+	+	oˀ	◌o ◌ˀ			laryngealized higher mid back rounded				
oː	long rounded close-mid back vowel		+	oː	◌o ◌ː			long higher mid back rounded				
oː	long rounded close-mid back vowel		+	oː'	◌o ◌ː			long unspecified mid back rounded				
õ	nasalized rounded close-mid back vowel		+	õ	◌o ◌̃			nasalized higher mid back rounded				
õ	nasalized rounded close-mid back vowel		+	õ'	◌o ◌̃			nasalized unspecified mid back rounded				
õã	from nasalized rounded close-mid back to nasalized unrounded open front diphthong	+	+	õã	◌o ◌̃ ◌a ◌̃			nasalized diphtong higher mid low central back unrounded rounded lowering fronting unrounding				
õĩ	from nasalized rounded close-mid back to nasalized unrounded close front diphthong	+	+	õĩ	◌o ◌̃ ◌i ◌̃			nasalized diphtong high higher mid front back unrounded rounded rising fronting unrounding				
õũ	from nasalized rounded close-mid back to nasalized rounded close back diphthong	+	+	õũ	◌o ◌̃ ◌u ◌̃			nasalized diphtong high higher mid back rounded rising				
õˀ	glottalized nasalized rounded close-mid back vowel	+	+	õˀ	◌o ◌̃ ◌ˀ			nasalized laryngealized higher mid back rounded				
õː	long nasalized rounded close-mid back vowel		+	õː	◌o ◌̃ ◌ː			nasalized long higher mid back rounded				
õː	long nasalized rounded close-mid back vowel		+	õː'	◌o ◌̃ ◌ː			nasalized long unspecified mid back rounded				
õ̰	nasalized creaky rounded close-mid back vowel	+	+	õ̰	◌o ◌̰ ◌̃			nasalized laryngealized higher mid back rounded				
ŏ	ultra-short rounded close-mid back vowel		+	ŏ	◌o ◌̆			overshort higher mid back rounded				
o̰	creaky rounded close-mid back vowel		+	o̰	◌o ◌̰			laryngealized higher mid back rounded				
p	voiceless bilabial stop consonant		+	p	◌p			pulmonic stop voiceless bilabial				
pf	voiceless labio-dental affricate consonant		+	pf	◌p ◌f			pulmonic affricate voiceless bilabial labio-dental				
