BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ˀdʑ	pre-glottalized voiced alveolo-palatal sibilant affricate consonant	+	+	ˀd͡ʑ	◌ˀ ◌d ◌ʑ			-syl -son +cons -cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab +hi -lo -back -round -velaric -long				
ˀdʒ	pre-glottalized voiced post-alveolar sibilant affricate consonant	+	+	ˀd͡ʒ	◌ˀ ◌d ◌ʒ			-syl -son +cons -cont +delrel -lat -nas +voi -sg +cg -ant +cor +distr -lab -hi -lo -back -round -velaric -long				
ˀf	pre-glottalized voiceless labio-dental fricative consonant	+	+	ˀf	◌ˀ ◌f			-syl -son +cons +cont -delrel -lat -nas +strid -voi -sg +cg +ant -cor +lab -hi -lo -back -round -velaric -long				
ˀh	pre-glottalized voiceless glottal fricative consonant	+	+	ˀh	◌ˀ ◌h			-syl +son +cons +cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric -long				
ˀj	pre-glottalized voiced palatal approximant consonant	+	+	ˀj	◌ˀ ◌j			-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long				
ˀk	pre-glottalized voiceless velar stop consonant	+	+	ˀk	◌ˀ ◌k			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long				
ˀkp	pre-glottalized voiceless velar-and-bilabial stop consonant	+	+	ˀk͡p	◌ˀ ◌k ◌p			-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -round -velaric -long				
ˀkx	pre-glottalized voiceless velar affricate consonant	+	+	ˀk͡x	◌ˀ ◌k ◌x			-syl -son +cons -cont +delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo -round -velaric -long				
ˀl	pre-glottalized voiced alveolar lateral approximant consonant	+	+	ˀl	◌ˀ ◌l			-syl +son +cons +cont -delrel +lat -nas +voi -sg +cg +ant +cor -distr -lab -hi -lo -back -round -velaric -long				
ˀl̪	pre-glottalized voiced dental lateral approximant consonant	+	+	ˀl̪	◌ˀ ◌l ◌̪			-syl +son +cons +cont -delrel +lat -nas +voi -sg +cg +ant +cor +distr -lab -hi -lo -back -round -velaric -long				
